objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture,Height,Width,H/W Ratio,Color
437488,Portrait of a Man in a Chaperon,Netherlandish Painter,Unavailable,unavailable,Unavailable,Unavailable,European Paintings,2589,3721,0.695780704,RGB
437492,The Holy Family with Saint Paul and a Donor,Rogier van der Weyden,Unavailable,Netherlandish,Netherlands,Unavailable,European Paintings,3123,3708,0.84223301,RGB
437494,"Friedrich I (1460–1536), Margrave of Brandenburg-Ansbach",Franz Wolfgang Rohrich,Unavailable,German,Germany,Unavailable,European Paintings,2939,4000,0.73475,RGB
437495,Sophia (1464–1512) of Poland,Franz Wolfgang Rohrich,Unavailable,German,Germany,Unavailable,European Paintings,2970,4000,0.7425,RGB
437496,The Sacrifice of Polyxena,Giovanni Francesco Romanelli,Unavailable,Italian,Italy,Unavailable,European Paintings,3905,3448,1.132540603,RGB
437497,The Flagellation; (reverse) The Madonna of Mercy,Girolamo Romanino,ca. 1540,Italian,Italy,1500's,European Paintings,2607,3722,0.700429876,RGB
437498,"Portrait of a Woman, Said to Be Emily Bertie Pott (died 1782)",George Romney,1781,British,Britain,1700's,European Paintings,3247,3858,0.841627786,RGB
437500,"Lady Elizabeth Stanley (1753–1797), Countess of Derby",George Romney,1776–78,British,Britain,1700's,European Paintings,3100,3863,0.802485115,RGB
437501,"Mrs. Bryan Cooke (Frances Puleston, 1765–1818)",George Romney,ca. 1787–91,British,Britain,1700's,European Paintings,3031,3817,0.79407912,RGB
437502,"Mrs. Charles Frederick (Martha Rigden, died 1794)",George Romney,Unavailable,British,Britain,Unavailable,European Paintings,3205,3855,0.831387808,RGB
437503,"Mrs. George Horsley (Charlotte Mary Talbot, died 1828)",John Westbrooke Chandler,Unavailable,British,Britain,Unavailable,European Paintings,3202,3845,0.832769831,RGB
437505,Admiral Sir Chaloner Ogle (1726–1816),George Romney,Unavailable,British,Britain,Unavailable,European Paintings,3131,3793,0.825467967,RGB
437506,Bandits on a Rocky Coast,Salvator Rosa,1655–60,Italian,Italy,1600's,European Paintings,4000,3054,1.309757695,RGB
437507,The Dream of Aeneas,Salvator Rosa,1660–65,Italian,Italy,1600's,European Paintings,2388,3875,0.616258065,RGB
437512,The Banks of the Bièvre near Bicêtre,Henri Rousseau (le Douanier),ca. 1908–09,French,France,1900's,European Paintings,3110,3710,0.838274933,RGB
437513,Still Life with Ham,Philippe Rousseau,1870s,French,France,1800's,European Paintings,3809,3058,1.24558535,RGB
437514,"The Edge of the Woods at Monts-Girard, Fontainebleau Forest",Théodore Rousseau,1852–54,French,France,1800's,European Paintings,3809,2492,1.528491172,RGB
437515,A Meadow Bordered by Trees,Théodore Rousseau,ca. 1845,French,France,1800's,European Paintings,4000,2670,1.498127341,RGB
437516,An Old Chapel in a Valley,Théodore Rousseau,ca. 1835,French,France,1800's,European Paintings,4000,3077,1.299967501,RGB
437517,A Path among the Rocks,Théodore Rousseau,probably 1861,French,France,1800's,European Paintings,3811,2416,1.577400662,RGB
437518,A River in a Meadow,Théodore Rousseau,ca. 1840,French,France,1800's,European Paintings,4000,2639,1.515725654,RGB
437519,A River Landscape,Théodore Rousseau,Unavailable,French,France,Unavailable,European Paintings,1957,1300,1.505384615,RGB
437520,Sunset near Arbonne,Théodore Rousseau,ca. 1860–65,French,France,1800's,European Paintings,3811,2433,1.566378956,RGB
437523,Atalanta and Meleager,Peter Paul Rubens,ca. 1616,Flemish,Belgium,1600's,European Paintings,1535,1933,0.794102431,RGB
437525,The Feast of Acheloüs,Peter Paul Rubens,ca. 1615,Flemish,Belgium,1600's,European Paintings,3811,2530,1.506324111,RGB
437526,A Forest at Dawn with a Deer Hunt,Peter Paul Rubens,ca. 1635,Flemish,Belgium,1600's,European Paintings,3807,2624,1.450838415,RGB
437527,The Glorification of the Eucharist,Peter Paul Rubens,ca. 1630–32,Flemish,Belgium,1600's,European Paintings,2773,4000,0.69325,RGB
437528,The Holy Family with Saints Francis and Anne and the Infant Saint John the Baptist,Peter Paul Rubens,early or mid-1630s,Flemish,Belgium,1600's,European Paintings,4000,3409,1.173364623,RGB
437529,"The Holy Family with Saint Elizabeth, Saint John, and a Dove",Peter Paul Rubens,ca. 1608–9,Flemish,Belgium,1600's,European Paintings,1221,1567,0.779195916,RGB
437530,"Portrait of a Man, Possibly an Architect or Geographer",Peter Paul Rubens,1597,Flemish,Belgium,1500's,European Paintings,2485,3722,0.6676518,RGB
437531,"Portrait of a Woman, Probably Susanna Lunden (Susanna Fourment, 1599–1628)",Peter Paul Rubens,ca. 1625–27,Flemish,Belgium,1600's,European Paintings,3133,4000,0.78325,RGB
437532,"Rubens, Helena Fourment (1614–1673), and Their Son Frans (1633–1678)",Peter Paul Rubens,ca. 1635,Flemish,Belgium,1600's,European Paintings,3090,3973,0.777749811,RGB
437533,Study of Two Heads,Peter Paul Rubens,ca. 1609,Flemish,Belgium,1600's,European Paintings,2874,3819,0.752553024,RGB
437534,The Triumph of Henry IV,Peter Paul Rubens,ca. 1630,Flemish,Belgium,1600's,European Paintings,3811,2248,1.695284698,RGB
437535,Venus and Adonis,Peter Paul Rubens,probably mid-1630s,Flemish,Belgium,1600's,European Paintings,3809,3089,1.233085141,RGB
437536,Wolf and Fox Hunt,Peter Paul Rubens,ca. 1616,Flemish,Belgium,1600's,European Paintings,3811,2462,1.547928513,RGB
437539,Cambyses Appointing Otanes Judge,Peter Paul Rubens,Unavailable,Flemish,Belgium,Unavailable,European Paintings,2967,3003,0.988011988,RGB
437540,Frans Francken I (1542–1616),Peter Paul Rubens,Unavailable,Flemish,Belgium,Unavailable,European Paintings,1336,1758,0.759954494,RGB
437542,Saint Teresa of Ávila Interceding for Souls in Purgatory,Peter Paul Rubens,Unavailable,Flemish,Belgium,Unavailable,European Paintings,3094,4000,0.7735,RGB
437543,Susanna and the Elders,Peter Paul Rubens,Unavailable,Flemish,Belgium,Unavailable,European Paintings,3612,2664,1.355855856,RGB
437545,Landscape with a Village in the Distance,Jacob van Ruisdael,1646,Dutch,Netherlands,1600's,European Paintings,3811,2649,1.438656097,RGB
437546,The Forest Stream,Jacob van Ruisdael,ca. 1660,Dutch,Netherlands,1600's,European Paintings,3903,3020,1.292384106,RGB
437547,Grainfields,Jacob van Ruisdael,mid- or late 1660s,Dutch,Netherlands,1600's,European Paintings,3895,3233,1.204763378,RGB
437548,Mountain Torrent,Jacob van Ruisdael,1670s,Dutch,Netherlands,1600's,European Paintings,3118,4000,0.7795,RGB
437549,Wheat Fields,Jacob van Ruisdael,ca. 1670,Dutch,Netherlands,1600's,European Paintings,3811,2951,1.291426635,RGB
437552,The Protection of the Mother of God,Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,2683,3171,0.84610533,RGB
437555,The Congregation of the Mother of God,Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,2835,3259,0.869898742,RGB
437556,Saint Elias's Fiery Ascension,Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,3004,3332,0.901560624,RGB
437557,Panel from a Saints' Calendar (painted on both sides),Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,2531,2919,0.867077766,RGB
437558,Saint George,Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,518,700,0.74,RGB
437559,The Christ Child with Saints Boris and Gleb,Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,1276,1360,0.938235294,RGB
437560,Saints Boris and Gleb,Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,2707,3155,0.85800317,RGB
437564,The Resurrection of Christ and the Harrowing of Hell,Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,2755,3419,0.805791167,RGB
437566,Christ's Entry into Jerusalem,Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,2675,3227,0.828943291,RGB
437568,Three Female Saints,Russian Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,2627,3195,0.822222222,RGB
437578,Christ in Glory,Russian (Novgorod?) Painter,Unavailable,Russian,Russia,Unavailable,European Paintings,2624,3722,0.704997313,RGB
437585,Market by the Seashore,Salomon van Ruysdael,1637,Dutch,Netherlands,1600's,European Paintings,3811,2426,1.570898599,RGB
437586,A Country Road,Salomon van Ruysdael,1648,Dutch,Netherlands,1600's,European Paintings,3811,2815,1.353818828,RGB
437587,Marine,Salomon van Ruysdael,1650,Dutch,Netherlands,1600's,European Paintings,3810,3016,1.263262599,RGB
437588,Drawing the Eel,Salomon van Ruysdael,early 1650s,Dutch,Netherlands,1600's,European Paintings,3885,2763,1.406080347,RGB
437589,Ferry near Gorinchem,Salomon van Ruysdael,1646,Dutch,Netherlands,1600's,European Paintings,3901,3102,1.257575758,RGB
437590,View of the Town of Alkmaar,Salomon van Ruysdael,Unavailable,Dutch,Netherlands,Unavailable,European Paintings,3811,2403,1.585934249,RGB
437591,Rustic Interior,David Ryckaert III,Unavailable,Flemish,Belgium,Unavailable,European Paintings,4000,3211,1.245717845,RGB
437592,The Yard of the Inn at Emmaus,David Ryckaert III,Unavailable,Flemish,Belgium,Unavailable,European Paintings,4000,3170,1.261829653,RGB
437593,Marcantonio Pasqualini (1614–1691) Crowned by Apollo,Andrea Sacchi,1641,Italian,Italy,1600's,European Paintings,2978,3722,0.800107469,RGB
437606,The Massacre of the Innocents,Sano di Pietro (Ansano di Pietro di Mencio),ca. 1470,Italian,Italy,1400's,European Paintings,1611,1077,1.495821727,RGB
437608,Head of the Madonna,Franciabigio (Francesco di Cristofano),ca. 1509,Italian,Italy,1500's,European Paintings,3121,4000,0.78025,RGB
437609,The Holy Family with the Young Saint John the Baptist,Andrea del Sarto (Andrea d'Agnolo),ca. 1528,Italian,Italy,1500's,European Paintings,2875,3872,0.742510331,RGB
437611,The Journey of the Magi,Sassetta (Stefano di Giovanni),ca. 1433–35,Italian,Italy,1400's,European Paintings,3811,2864,1.330656425,RGB
437630,Saint Matthew and the Angel,Giovanni Gerolamo Savoldo,Unavailable,Italian,Italy,Unavailable,European Paintings,4000,2926,1.367053999,RGB
437631,Night Scene on the Volga,Alexei Kondratievich Savrasov,1871,Russian,Russia,1800's,European Paintings,3619,2171,1.666973745,RGB
437633,Cephalus and Procris,Godfried Schalcken,probably 1680s,Dutch,Netherlands,1600's,European Paintings,4000,3199,1.250390747,RGB
437636,Domestic Scene,German Painter,Unavailable,German,Germany,Unavailable,European Paintings,3047,3716,0.819967707,RGB
437637,Lost: Souvenir of Auvergne,August Friedrich Albrecht Schenck,Unavailable,Danish,Denmark,Unavailable,European Paintings,3603,2171,1.659603869,RGB
437638,The Marriage of Cupid and Psyche,Andrea Schiavone (Andrea Meldola),ca. 1540,Italian,Italy,1500's,European Paintings,3805,3140,1.211783439,RGB
437639,Christ before Pilate; The Resurrection,Ludwig Schongauer,Unavailable,German,Germany,Unavailable,European Paintings,2096,3812,0.549842602,RGB
437640,Baron Alexander von Humboldt (1769–1859),Julius Schrader,1859,German,Germany,1800's,European Paintings,3440,3952,0.870445344,RGB
437641,Arabs on the March,Adolf Schreyer,Unavailable,German,Germany,Unavailable,European Paintings,4000,2480,1.612903226,RGB
437642,Battle Scene: Arabs Making a Detour,Adolf Schreyer,Unavailable,German,Germany,Unavailable,European Paintings,3681,2221,1.657361549,RGB
437643,The Building of Westminster Bridge,Samuel Scott,Unavailable,British,Britain,Unavailable,European Paintings,3913,2148,1.8216946,RGB
437645,"Portrait of a Man, Said to be Christopher Columbus (born about 1446, died 1506)",Sebastiano del Piombo (Sebastiano Luciani),1519,Italian,Italy,1500's,European Paintings,3332,4000,0.833,RGB
437646,Madonna and Child with Saints and Donors,Sebastiano del Piombo,Unavailable,Italian,Italy,Unavailable,European Paintings,3811,2534,1.50394633,RGB
437647,Spring in Brittany,Paul Sébillot,1874,French,France,1800's,European Paintings,3123,4000,0.78075,RGB
437648,Sir James Dashwood (1715–1779),Enoch Seeman the Younger,1737,German,Germany,1700's,European Paintings,2408,3806,0.632685234,RGB
437649,Christ Blessing,Segna di Buonaventura,ca. 1311,Italian,Italy,1300's,European Paintings,2438,3887,0.627218935,RGB
437652,The Virgin Adoring the Child with the Infant Saint John the Baptist,Jacopo di Arcangelo (called Jacopo del Sellaio),late 1480s,Italian,Italy,1400's,European Paintings,2364,3622,0.652678078,RGB
437654,Circus Sideshow (Parade de cirque),Georges Seurat,1887–88,French,France,1800's,European Paintings,3920,2621,1.495612362,RGB
437655,The Forest at Pontaubert,Georges Seurat,1881,French,France,1800's,European Paintings,2972,3722,0.798495433,RGB
437656,The Gardener,Georges Seurat,1882–83,French,France,1800's,European Paintings,3811,2419,1.575444399,RGB
437657,Landscape at Saint-Ouen,Georges Seurat,1878 or 1879,French,France,1800's,European Paintings,4000,2721,1.470047777,RGB
437658,"Study for ""A Sunday on La Grande Jatte""",Georges Seurat,1884,French,France,1800's,European Paintings,1959,1332,1.470720721,RGB
437659,View of the Seine,Georges Seurat,1882–83,French,France,1800's,European Paintings,4000,2706,1.4781966,RGB
437660,Portrait of a Horseman,James Seymour,Unavailable,British,Britain,Unavailable,European Paintings,3915,2798,1.399213724,RGB
437662,"William Archer Shee (1810–1899), the Artist's Son",Sir Martin Archer Shee,ca. 1820,Irish,Ireland,1800's,European Paintings,3220,3860,0.834196891,RGB
437673,The Assumption of the Virgin with Saints Michael and Benedict,Luca Signorelli,ca. 1493–96,Italian,Italy,1400's,European Paintings,2947,3820,0.771465969,RGB
437677,Saint Bartholomew,Simone Martini,ca. 1317–19,Italian,Italy,1300's,European Paintings,2880,3840,0.75,RGB
437678,Saint Matthias,Simone Martini,ca. 1317–19,Italian,Italy,1300's,European Paintings,2881,3864,0.745600414,RGB
437679,Saint Thomas,Simone Martini,ca. 1317–19,Italian,Italy,1300's,European Paintings,2896,3864,0.749482402,RGB
437680,The Bridge at Villeneuve-la-Garenne,Alfred Sisley,1872,British,Britain,1800's,European Paintings,4000,3000,1.333333333,RGB
437682,View of Marly-le-Roi from Coeur-Volant,Alfred Sisley,1876,British,Britain,1800's,European Paintings,3741,2656,1.408509036,RGB
437683,Sahurs Meadows in Morning Sun,Alfred Sisley,1894,British,Britain,1800's,European Paintings,4000,3185,1.25588697,RGB
437684,The Road from Moret to Saint-Mammès,Alfred Sisley,1883–85,British,Britain,1800's,European Paintings,3919,3198,1.225453408,RGB
437685,The Road from Versailles to Louveciennes,Alfred Sisley,probably 1879,British,Britain,1800's,European Paintings,4000,3326,1.202645821,RGB
437686,Rue Eugène Moussoir at Moret: Winter,Alfred Sisley,1891,British,Britain,1800's,European Paintings,3803,3162,1.202719798,RGB
437687,Johan Hulshout (1623–1687),Pieter van Slingelandt,ca. 1670 or slightly later,Dutch,Netherlands,1600's,European Paintings,2993,3721,0.804353668,RGB
437697,Soldiers Bivouacking,Pieter Snayers,Unavailable,Flemish,Belgium,Unavailable,European Paintings,3807,2656,1.433358434,RGB
437699,Salome with the Head of Saint John the Baptist,Andrea Solario,ca. 1507–9,Italian,Italy,1500's,European Paintings,3137,3820,0.821204188,RGB
437701,Diego Pignatelli d'Aragona (1687–1750) and an Enslaved African Servant,Francesco Solimena,probably 1731 or 1732,Italian,Italy,1700's,European Paintings,3143,4000,0.78575,RGB
437703,A Kitchen,Hendrick Sorgh,ca. 1643,Dutch,Netherlands,1600's,European Paintings,3158,3705,0.852361673,RGB
437722,The Mass of Saint Gregory,Spanish Painter,Unavailable,Spanish,Spain,Unavailable,European Paintings,2991,3721,0.803816178,RGB
437724,Virgin and Child Enthroned with Saints Catherine and Jerome,Spanish Painter,Unavailable,Spanish,Spain,Unavailable,European Paintings,479,700,0.684285714,RGB
437725,"Doña Marianna Stampa Parravicina (born 1612), Condesa di Segrate",Spanish Painter,Unavailable,unavailable,Unavailable,Unavailable,European Paintings,2171,3723,0.583131883,RGB
437729,Saint Michael the Archangel,Ignacio de Ries,1640s,Spanish,Spain,1600's,European Paintings,2719,4000,0.67975,RGB
437738,The Beheading of Saint John the Baptist,Spanish (Catalan) Painter,Unavailable,Spanish,Spain,Unavailable,European Paintings,3882,3836,1.011991658,RGB
437739,Salome Dancing before Herod,Spanish (Catalan) Painter,Unavailable,Spanish,Spain,Unavailable,European Paintings,3806,3839,0.991404011,RGB
437742,Saint Michael and the Dragon,Spanish (Valencian) Painter,ca. 1405,Spanish,Spain,1400's,European Paintings,3549,3668,0.967557252,RGB
437744,Saint Mary Magdalen Holding a Crucifix; (reverse) The Flagellation,Spinello Aretino (Spinello di Luca Spinelli),ca. 1395–1400,Italian,Italy,1300's,European Paintings,2697,3872,0.696539256,RGB
437747,The Dissolute Household,Jan Steen,ca. 1663–64,Dutch,Netherlands,1600's,European Paintings,3253,3839,0.847356082,RGB
437748,The Lovesick Maiden,Jan Steen,ca. 1660,Dutch,Netherlands,1600's,European Paintings,3867,3358,1.15157832,RGB
437749,Merry Company on a Terrace,Jan Steen,ca. 1670,Dutch,Netherlands,1600's,European Paintings,3556,3829,0.928702011,RGB
437750,A Renaissance Portico with Elegant Figures,Hendrick van Steenwijck II,ca. 1615,Flemish,Belgium,1600's,European Paintings,1897,1801,1.05330372,RGB
437754,After the Ball,Alfred Stevens,1874,Belgian,Belgium,1800's,European Paintings,2665,3722,0.716012896,RGB
437755,In the Studio,Alfred Stevens,1888,Belgian,Belgium,1800's,European Paintings,3811,3008,1.266954787,RGB
437756,The Japanese Robe,Alfred Stevens,ca. 1872,Belgian,Belgium,1800's,European Paintings,2791,4000,0.69775,RGB
437757,Old Woman Praying,Matthias Stom,late 1630s or early 1640s,Dutch,Netherlands,1600's,European Paintings,3152,3848,0.819126819,RGB
437760,Landscape with Cattle,Jacob van Strij,probably ca. 1800,Dutch,Netherlands,1800's,European Paintings,3811,2844,1.340014065,RGB
437763,Tobias Curing His Father's Blindness,Bernardo Strozzi,1630–35,Italian,Italy,1600's,European Paintings,3897,2587,1.506378044,RGB
437764,The Third Duke of Dorset's Hunter with a Groom and a Dog,George Stubbs,1768,British,Britain,1700's,European Paintings,1955,1573,1.242848061,RGB
437766,Ferdinando II de' Medici (1610–1670) as a Boy,Justus Sustermans,Unavailable,Flemish,Belgium,Unavailable,European Paintings,2655,3481,0.762711864,RGB
437769,Clothing the Naked,Michiel Sweerts,ca. 1661,Flemish,Belgium,1600's,European Paintings,4000,2937,1.361933946,RGB
437770,Saint Agapitus of Praeneste in the Arena; (interior) The Beheading of Saint Agapitus of Praeneste,Swiss Painter,ca. 1500–1505,Swiss,Switzerland,1500's,European Paintings,2318,3877,0.597884963,RGB
437771,Saint Remigius Replenishing the Barrel of Wine; (interior) Saint Remigius and the Burning Wheat,Swiss Painter,ca. 1500–1505,Swiss,Switzerland,1500's,European Paintings,1104,1861,0.593229447,RGB
437772,Portrait of a Man Wearing the Order of the Annunziata of Savoy,French Painter,Unavailable,French,France,Unavailable,European Paintings,2860,3551,0.805406928,RGB
437775,The Billiard Room,Nicolas Antoine Taunay,after 1810,French,France,1800's,European Paintings,4000,2965,1.349072513,RGB
437777,Guardroom with the Deliverance of Saint Peter,David Teniers the Younger,ca. 1645–47,Flemish,Belgium,1600's,European Paintings,3811,2895,1.316407599,RGB
437779,Peasants Dancing and Feasting,David Teniers the Younger,ca. 1660,Flemish,Belgium,1600's,European Paintings,3855,3394,1.135827932,RGB
437780,Shepherds and Sheep,David Teniers the Younger,Unavailable,Flemish,Belgium,Unavailable,European Paintings,3811,2852,1.336255259,RGB
437781,Landscape with Thatched Cottages,David Teniers the Younger,Unavailable,Flemish,Belgium,Unavailable,European Paintings,3459,2595,1.332947977,RGB
437784,Alexander the Great Rescued from the River Cydnus,Pietro Testa,ca. 1650,Italian,Italy,1600's,European Paintings,4000,2972,1.34589502,RGB
437788,The Triumph of Marius,Giovanni Battista Tiepolo,1729,Italian,Italy,1700's,European Paintings,2186,3722,0.587318646,RGB
437790,Allegory of the Planets and Continents,Giovanni Battista Tiepolo,1752,Italian,Italy,1700's,European Paintings,2996,3973,0.754090108,RGB
437794,The Battle of Vercellae,Giovanni Battista Tiepolo,1725–29,Italian,Italy,1700's,European Paintings,3367,3686,0.913456321,RGB
437795,The Capture of Carthage,Giovanni Battista Tiepolo,1725–29,Italian,Italy,1700's,European Paintings,1612,1780,0.905617978,RGB
437800,The Investiture of Bishop Harold as Duke of Franconia,Giovanni Battista Tiepolo,ca. 1751–52,Italian,Italy,1700's,European Paintings,2735,3796,0.720495258,RGB
437803,Saint Thecla Praying for the Plague-Stricken,Giovanni Battista Tiepolo,1758–59,Italian,Italy,1700's,European Paintings,2077,3722,0.558033315,RGB
437804,Allegorical Figures Representing Virtue and Abundance,Giovanni Battista Tiepolo,1760,Italian,Italy,1700's,European Paintings,3862,3837,1.006515507,RGB
437812,A Dance in the Country,Giovanni Domenico Tiepolo,ca. 1755,Italian,Italy,1700's,European Paintings,3811,2405,1.584615385,RGB
437815,The Sacrifice of Isaac,Giovanni Domenico Tiepolo,mid-1750s,Italian,Italy,1700's,European Paintings,3809,2816,1.352627841,RGB
437817,Group Portrait: A Wedding Celebration,Gillis van Tilborgh,Unavailable,Flemish,Belgium,Unavailable,European Paintings,680,507,1.34122288,RGB
437820,The Finding of Moses,Jacopo Tintoretto (Jacopo Robusti),1560s?,Italian,Italy,1500's,European Paintings,3913,2280,1.71622807,RGB
437823,"Filippo Archinto (born about 1500, died 1558), Archbishop of Milan",Titian (Tiziano Vecellio),mid-1550s,Italian,Italy,1500's,European Paintings,2947,3722,0.791778614,RGB
437827,Venus and the Lute Player,Titian,ca. 1565–70,Italian,Italy,1500's,European Paintings,3807,3012,1.263944223,RGB
437828,"Alfonso d'Este (1486–1534), Duke of Ferrara",Titian,Unavailable,Italian,Italy,Unavailable,European Paintings,2897,3722,0.778344976,RGB
437830,Doge Andrea Gritti (1455–1538),Titian,Unavailable,Italian,Italy,Unavailable,European Paintings,3195,4000,0.79875,RGB
437831,Jean Marc Nattier (1685–1766),Louis Tocqué,Unavailable,French,France,Unavailable,European Paintings,2922,3865,0.756015524,RGB
437834,Mademoiselle Nys,Henri de Toulouse-Lautrec,1899,French,France,1800's,European Paintings,1341,1658,0.80880579,RGB
437835,"The Englishman (William Tom Warrener, 1861–1934) at the Moulin Rouge",Henri de Toulouse-Lautrec,1892,French,France,1800's,European Paintings,2796,3719,0.751815004,RGB
437836,Albert (René) Grenier (1858–1925),Henri de Toulouse-Lautrec,1887,French,France,1800's,European Paintings,2822,3722,0.758194519,RGB
437837,The Sofa,Henri de Toulouse-Lautrec,ca. 1894–96,French,France,1800's,European Paintings,3811,2933,1.299352199,RGB
437838,Woman in the Garden of Monsieur Forest,Henri de Toulouse-Lautrec,1889–91,French,France,1800's,European Paintings,3206,3789,0.846133544,RGB
437839,Émilie,Henri de Toulouse-Lautrec,late 1890s,French,France,1800's,European Paintings,1317,1657,0.794809897,RGB
437841,Saint Margaret of Cortona,Gaspare Traversi,ca. 1758,Italian,Italy,1700's,European Paintings,2653,3722,0.712788823,RGB
437842,Teasing a Sleeping Girl,Gaspare Traversi,ca. 1760,Italian,Italy,1700's,European Paintings,4000,3290,1.215805471,RGB
437844,Comedy,Pierre Charles Trémolières,ca. 1736,French,France,1700's,European Paintings,3917,3304,1.185532688,RGB
437846,Going to Market,Constant Troyon,1860,French,France,1800's,European Paintings,2715,3319,0.818017475,RGB
437847,Road in the Woods,Constant Troyon,mid-1840s,French,France,1800's,European Paintings,3200,3869,0.827087103,RGB
437848,Rose Hedge,Wilhelm Trübner,1910,German,Germany,1900's,European Paintings,3151,3863,0.81568729,RGB
437850,Saint Louis of Toulouse,Cosmè Tura (Cosimo di Domenico di Bonaventura),1484?,Italian,Italy,1400's,European Paintings,2108,3782,0.557377049,RGB
437852,"Saltash with the Water Ferry, Cornwall",Joseph Mallord William Turner,1811,British,Britain,1800's,European Paintings,3915,2961,1.32218845,RGB
437853,"Venice, from the Porch of Madonna della Salute",Joseph Mallord William Turner,ca. 1835,British,Britain,1800's,European Paintings,1959,1461,1.340862423,RGB
437854,Whalers,Joseph Mallord William Turner,ca. 1845,British,Britain,1800's,European Paintings,3958,2967,1.334007415,RGB
437857,Head of Saint John the Baptist,Emmanuel Tzanès,Unavailable,Greek,Greece,Unavailable,European Paintings,2715,3195,0.849765258,RGB
437858,Head of the Virgin,Emmanuel Tzanès,Unavailable,Greek,Greece,Unavailable,European Paintings,2715,3059,0.887544949,RGB
437860,Going Home,Fritz von Uhde,ca. 1889,German,Germany,1800's,European Paintings,4000,3178,1.258653241,RGB
437861,Portrait of a Boy with a Falcon,Wallerant Vaillant,Unavailable,Flemish,Belgium,Unavailable,European Paintings,3334,4000,0.8335,RGB
437864,Vase of Flowers and Conch Shell,Anne Vallayer-Coster,1780,French,France,1700's,European Paintings,3155,4000,0.78875,RGB
437865,Halt of the Hunt,Carle (Charles André) Vanloo,ca. 1737,French,France,1700's,European Paintings,3294,3917,0.840949706,RGB
437866,Madonna and Child Enthroned with Saints Peter and Paul and Angels,Lippo Vanni (Lippo Vanni di Giovanni),Unavailable,Italian,Italy,Unavailable,European Paintings,2011,3187,0.631000941,RGB
437867,A Bouquet of Flowers in a Crystal Vase,Nicolaes van Veerendael,1662,Flemish,Belgium,1600's,European Paintings,2960,3722,0.795271359,RGB
437868,"Don Gaspar de Guzmán (1587–1645), Count-Duke of Olivares",Velázquez (Diego Rodríguez de Silva y Velázquez),ca. 1636 or later,Spanish,Spain,1600's,European Paintings,3297,4000,0.82425,RGB
437869,Juan de Pareja (1606–1670),Velázquez (Diego Rodríguez de Silva y Velázquez),1650,Spanish,Spain,1600's,European Paintings,3427,3968,0.863659274,RGB
437871,The Supper at Emmaus,Velázquez (Diego Rodríguez de Silva y Velázquez),1622–23,Spanish,Spain,1600's,European Paintings,3538,3303,1.071147442,RGB
437872,"Mariana of Austria (1634–1696), Queen of Spain",Velázquez,Unavailable,Spanish,Spain,Unavailable,European Paintings,3905,3210,1.216510903,RGB
437873,"Philip IV (1605–1665), King of Spain",Velázquez (Diego Rodríguez de Silva y Velázquez),probably 1624,Spanish,Spain,1600's,European Paintings,1998,3869,0.51641251,RGB
437874,"Portrait of a Man, Possibly a Self-Portrait",Velázquez (Diego Rodríguez de Silva y Velázquez),ca. 1635,Spanish,Spain,1600's,European Paintings,3077,3863,0.796531193,RGB
437876,Entrance to a Dutch Port,Willem van de Velde II,ca. 1665,Dutch,Netherlands,1600's,European Paintings,3893,3301,1.179339594,RGB
437877,Allegory of the Catholic Faith,Johannes Vermeer,ca. 1670–72,Dutch,Netherlands,1600's,European Paintings,2904,3721,0.780435367,RGB
437878,A Maid Asleep,Johannes Vermeer,ca. 1656–57,Dutch,Netherlands,1600's,European Paintings,3365,3861,0.871535872,RGB
437879,Study of a Young Woman,Johannes Vermeer,ca. 1665–67,Dutch,Netherlands,1600's,European Paintings,3454,3866,0.893429902,RGB
437880,Young Woman with a Lute,Johannes Vermeer,ca. 1662–63,Dutch,Netherlands,1600's,European Paintings,3374,3870,0.871834625,RGB
437881,Young Woman with a Water Pitcher,Johannes Vermeer,ca. 1662,Dutch,Netherlands,1600's,European Paintings,3437,3866,0.889032592,RGB
437882,A Young Woman Reading,Johannes Vermeer,Unavailable,Dutch,Netherlands,Unavailable,European Paintings,1431,1862,0.768528464,RGB
437884,"Mary (1505–1558), Queen of Hungary",Jan Cornelisz Vermeyen,Unavailable,Netherlandish,Netherlands,Unavailable,European Paintings,3124,3722,0.839333692,RGB
437886,Harbor Scene with a Grotto and Fishermen Hauling in Nets,Joseph Vernet,Unavailable,French,France,Unavailable,European Paintings,3919,2160,1.814351852,RGB
437887,Bertel Thorvaldsen (1768–1844) with the Bust of Horace Vernet,Horace Vernet,1833 or later,French,France,1800's,European Paintings,2905,3722,0.780494358,RGB
437888,The Start of the Race of the Riderless Horses,Horace Vernet,1820,French,France,1800's,European Paintings,3799,3241,1.172169084,RGB
