objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture
438726,The Servant Justified,Nicolas Lancret,ca. 1740,French,France,1700's,European Paintings
438727,Brother Philippe's Geese,Nicolas Lancret,ca. 1736,French,France,1700's,European Paintings
438737,Faustine Léo (1832–1865),Henri Lehmann,1842,French,France,1800's,European Paintings
438738,"Haystacks, Morning, Éragny",Camille Pissarro,1899,French,France,1800's,European Paintings
438814,The Abduction of Rebecca,Eugène Delacroix,1846,French,France,1800's,European Paintings
438815,"Madame Georges Charpentier (Marguérite-Louise Lemonnier, 1848–1904) and Her Children, Georgette-Berthe (1872–1945) and Paul-Émile-Charles (1875–1895)",Auguste Renoir,1878,French,France,1800's,European Paintings
438816,The Forest in Winter at Sunset,Théodore Rousseau,ca. 1846–67,French,France,1800's,European Paintings
438817,The Dance Class,Edgar Degas,1874,French,France,1800's,European Paintings
438818,Joseph-Antoine Moltedo (born 1775),Jean Auguste Dominique Ingres,ca. 1810,French,France,1800's,European Paintings
438819,Young Man in the Costume of a Majo,Edouard Manet,1863,French,France,1800's,European Paintings
438820,Young Ladies of the Village,Gustave Courbet,1851–52,French,France,1800's,European Paintings
438821,Ia Orana Maria (Hail Mary),Paul Gauguin,1891,French,France,1800's,European Paintings
438822,The Repast of the Lion,Henri Rousseau (le Douanier),ca. 1907,French,France,1900's,European Paintings
438824,Saint John the Baptist Preaching,Mattia Preti (Il Cavalier Calabrese),ca. 1650,Italian,Italy,1600's,European Paintings
438844,"Portrait of a Woman, Said to Be Caritas Pirckheimer (1467–1532)",Albrecht Dürer,Unavailable,German,Germany,Unavailable,European Paintings
438848,Parochialstrasse in Berlin,Eduard Gaertner,1831,German,Germany,1800's,European Paintings
438857,Male Nude,Edgar Degas,1856,French,France,1800's,European Paintings
438887,In Full Sunlight (En plein soleil),James Tissot,ca. 1881,French,France,1800's,European Paintings
438947,An Overgrown Mineshaft,Carl Gustav Carus,ca. 1824,German,Germany,1800's,European Paintings
438948,"View in the Stables of the Villa of Maecenas, Tivoli",François Marius Granet,ca. 1805–10,French,France,1800's,European Paintings
438949,Columns of the Temple of Neptune at Paestum,Constantin Hansen,1838,Danish,Denmark,1800's,European Paintings
438950,A Storm off the Normandy Coast,Eugène Isabey,probably 1850s,French,France,1800's,European Paintings
438951,An Evening beside Lake Arresø,Johan Thomas Lundbye,ca. 1837,Danish,Denmark,1800's,European Paintings
438952,View from the Citadel Ramparts in Copenhagen by Moonlight,Martinus Rørbye,1839,Danish,Denmark,1800's,European Paintings
438953,The Cemetery at Pronoia near Nauplia,Carl Rottmann,ca. 1841–47,German,Germany,1800's,European Paintings
438954,Mother and Child by the Sea,Johan Christian Dahl,1830,Norwegian,Norway,1800's,European Paintings
439065,The Family of Mr. Westfal in the Conservatory,Eduard Gaertner,1836,German,Germany,1800's,European Paintings
439118,The Reverend Philip Cocks (1735–1797),Johan Joseph Zoffany,late 1760s,German,Germany,1700's,European Paintings
439120,The Mass of Saint Basil,Pierre Hubert Subleyras,1746,French,France,1700's,European Paintings
439122,Gothic Windows in the Ruins of the Monastery at Oybin,Carl Gustav Carus,ca. 1828,German,Germany,1800's,European Paintings
439333,Wanderer in the Storm,Julius von Leypold,1835,German,Germany,1800's,European Paintings
439337,Portrait of a Mamluk,Horace Vernet,1810,French,France,1800's,European Paintings
439343,Copenhagen Harbor by Moonlight,Johan Christian Dahl,1846,unavailable,Unknown,1800's,European Paintings
439344,Two Men before a Waterfall at Sunset,Johan Christian Dahl,1823,unavailable,Unknown,1800's,European Paintings
439346,At the Edge of the Forest,August Heinrich,ca. 1820,German,Germany,1800's,European Paintings
439631,Ovid among the Scythians,Eugène Delacroix,1862,French,France,1800's,European Paintings
439844,Heroic Landscape with Rainbow,Joseph Anton Koch,1824,Austrian,Austria,1800's,European Paintings
439933,Lute Player,Valentin de Boulogne,ca. 1625–26,French,France,1600's,European Paintings
439977,Christ Carrying the Cross,Jan Gossart (called Mabuse),ca. 1520–25,unavailable,Unknown,1500's,European Paintings
440209,The Martyrdom of Saint John the Baptist,Bernard van Orley,ca. 1514–15,unavailable,Unknown,1500's,European Paintings
440464,"Pope Benedict XIV (Prospero Lambertini, 1675–1758)",Pierre Hubert Subleyras,1746,French,France,1700's,European Paintings
440568,The Saithwaite Family,Francis Wheatley,ca. 1785,British,Britain,1700's,European Paintings
440723,Bashi-Bazouk,Jean-Léon Gérôme,1868–69,French,France,1800's,European Paintings
440725,"The Two Central Figures in ""Derby Day""",William Powell Frith,1860,British,Britain,1800's,European Paintings
440726,The Artist's Sitting Room in Ritterstrasse,Adolph Menzel,1851,German,Germany,1800's,European Paintings
440727,German Landscape with View towards a Broad Valley,Fritz Petzholdt,ca. 1829–30,Danish,Denmark,1800's,European Paintings
440729,Spring Morning,James Tissot,ca. 1875,French,France,1800's,European Paintings
440847,Head of a Bishop,Gaetano Gandolfi,ca. 1770,Italian,Italy,1700's,European Paintings
440888,Window,Anton Dieffenbach,1856,German,Germany,1800's,European Paintings
440900,Saint Dominic in Penitence,Filippo Tarchiani,ca. 1607,unavailable,Unknown,1600's,European Paintings
441024,Head of an Old Woman,Orazio Borgianni,after 1610,Italian,Italy,1600's,European Paintings
441104,Still Life with Flowers and Prickly Pears,Auguste Renoir,ca. 1885,French,France,1800's,European Paintings
441111,"Portrait of a Woman (Marianna Panciatichi, marchesa Paolucci delle Roncole, 1835–1919, or her sister-in-law, Beatrice Ferrari-Corbelli di Reggio, contessa di Lucciano)",Michele Gordigiani,1864,Italian,Italy,1800's,European Paintings
441226,Lions in a Mountainous Landscape,Théodore Gericault,ca. 1818–20,French,France,1800's,European Paintings
441227,The Holy Family with the Infant Saint John the Baptist,Perino del Vaga (Pietro Buonaccorsi),ca. 1524–26,Italian,Italy,1500's,European Paintings
441229,Hagar and the Angel,Francesco Maffei,ca. 1657,Italian,Italy,1600's,European Paintings
441230,A Female Martyr Saint,Carlo Francesco Nuvolone,ca. 1650,Italian,Italy,1600's,European Paintings
441234,Medea Rejuvenating Aeson,Corrado Giaquinto,ca. 1760,Italian,Italy,1700's,European Paintings
441350,An Egyptian in a Doorway,Sir Lawrence Alma-Tadema,1865,unavailable,Unknown,1800's,European Paintings
441352,The Sultan's Tiger,Benjamin-Constant (Jean-Joseph-Benjamin Constant),Unavailable,unavailable,Unknown,Unavailable,European Paintings
441353,The Serbian Concubine (Un Envoi de Serbie),Benjamin-Constant (Jean-Joseph-Benjamin Constant),1876,unavailable,Unknown,1800's,European Paintings
441354,Odalisque,Benjamin-Constant (Jean-Joseph-Benjamin Constant),Unavailable,unavailable,Unknown,Unavailable,European Paintings
441355,Western Gentleman in Oriental Costume,British Painter,Unavailable,unavailable,Unknown,Unavailable,European Paintings
441356,A Cairo Bazaar,Adrien Dauzats,1839,unavailable,Unknown,1800's,European Paintings
441357,"The Great Pyramid, Giza",Adrien Dauzats,1830 or later,unavailable,Unknown,1800's,European Paintings
441358,Halt of Caravans at the Wells of Saba (Beersheba) in the Desert South of Hebron,Charles de Coubertin,1850,unavailable,Unknown,1800's,European Paintings
441359,Seated Arab Man with Horse,Alfred Dedreux,possibly ca. 1850–58,unavailable,Unknown,1800's,European Paintings
441360,Wedding Procession,Victor Eeckhout,Unavailable,unavailable,Unknown,Unavailable,European Paintings
441363,The Arab Sage,German Painter,Unavailable,unavailable,Unknown,Unavailable,European Paintings
441364,Study of Palm Trees,Jean-Léon Gérôme,probably 1868,unavailable,Unknown,1800's,European Paintings
441374,"Sketch for ""Reception of Emperor Napoleon III and Empress Eugénie by the Kabyle Leaders at Algiers on September 18, 1860""",Isidore Pils,ca. 1862–67,unavailable,Unknown,1800's,European Paintings
441378,Arab Warrior,Horace Vernet,ca. 1817–22,unavailable,Unknown,1800's,European Paintings
441379,The North Cape by Moonlight,Peder Balke,1848,unavailable,Unknown,1800's,European Paintings
441672,The Dormition of the Virgin; (reverse) Christ Carrying the Cross,Hans Schäufelein,ca. 1510,German,Germany,1500's,European Paintings
441755,Landscape Study with Clouds,Emile Loubon,ca. 1829–31,French,France,1800's,European Paintings
441768,"A Section of the Via Sacra, Rome (The Church of Saints Cosmas and Damian)",Christoffer Wilhelm Eckersberg,ca. 1814–15,Danish,Denmark,1800's,European Paintings
441769,"Virgil's Tomb by Moonlight, with Silius Italicus Declaiming",Joseph Wright (Wright of Derby),1779,British,Britain,1700's,European Paintings
441933,"Moonlight, Strandgade 30",Vilhelm Hammershøi,1900–1906,Danish,Denmark,1900's,European Paintings
441965,Dead Christ Supported by Angels,Francesco Trevisani,ca. 1710,Italian,Italy,1700's,European Paintings
441967,View over Hallingdal,Johan Christian Dahl,1844,Norwegian,Norway,1800's,European Paintings
441969,"Charles Maurice de Talleyrand Périgord (1754–1838), Prince de Bénévent",baron François Gérard,1808,French,France,1800's,European Paintings
441971,The Tears of Saint Peter,Jusepe de Ribera (called Lo Spagnoletto),ca. 1612–13,Spanish,Spain,1600's,European Paintings
442183,A Cardinal's Procession,Ottavio Leoni (Il Padovano),1621,Italian,Italy,1600's,European Paintings
442356,"Still Life with Silver and Gold Plate, Shells, and a Sword",Meiffren Conte,fourth quarter 17th century,French,France,1700's,European Paintings
442849,Women Sewing at a Table,Eugène Carrière,ca. 1894–96,French,France,1800's,European Paintings
TP_04000957,A Palace Concert,Anonymous,Tang dynasty,China,China,Before 1000,Asian Art
TP_04000958,Early Snow on the River,Zhao Gan (fl. 10th c.),Five Dynasties Period,China,China,Before 1000,Asian Art
TP_04000960,Early Spring,Kuo Hsi (active 11th century),Song dynasty ,China,China,1100's,Asian Art
TP_04000962,Wind in Pines Among a Myriad Valleys,Li T'ang (circa 1070-after 1150),Song dynasty ,China,China,1100's,Asian Art
TP_04000963,Children at Play in an Autumnal Garden,Su Han-ch'en (fl. mid-12th c.),Song dynasty ,China,China,1100's,Asian Art
TP_04000964,Lohan,Liu Sung-nien (fl. 1174-after 1224),Song dynasty ,China,China,1100's,Asian Art
TP_04000965,Remote View of Streams and Hills,Hsia Kuei (fl. 1180-1230),Song dynasty ,China,China,1100's,Asian Art
TP_04000966,Paised Egrets on a Snowy Bank,Ma Yuan (fl. ca. 1190-1224),Song dynasty ,China,China,1100's,Asian Art
TP_04000967,Evening Outing by Torchlight,Ma Lin (fl. ca. 1194-1264),Song dynasty ,China,China,1100's,Asian Art
TP_04000968,Scholar,Anonymous,Song dynasty ,China,China,1100's,Asian Art
TP_04000969,Immortal in Splashed Ink,Liang K'ai (fl. late 12th-early 13th c.),Song dynasty ,China,China,1100's,Asian Art
TP_04000971,The Red Cliff,Wu Yüan-chih (fl. 1190-1195), Chin dynasty,China,China,Before 1000,Asian Art
TP_04000973,Magpies and Hare,Ts'ui Po (fl. latter half of 11th c.),Song dynasty ,China,China,1100's,Asian Art
TP_04000974,Autumn Colors on the Qiao and Hua Mountains,Chao Meng-fu (1254-1322),Yuan dynasty ,China,China,1300's,Asian Art
TP_04000975,Dwelling in the Fu-ch'un Mountains (Wu-yung Version),Huang Kung-wang (1269-1354),Yuan dynasty ,China,China,1300's,Asian Art
TP_04000976,Twin Pines,Wu Chen (1280-1354),Yuan dynasty ,China,China,1300's,Asian Art
TP_04000977,Lofty Mount Lu,Shen Chou (1427-1509),Ming dynasty ,China,China,1400's,Asian Art
TP_04000979,T'ao Ku Presenting a Lyric to Ch'in Jo-lan,T'ang Yin (1470-1532),Ming dynasty ,China,China,1400's,Asian Art
TP_04000980,Spring Dawn in the Han Palace,Ch'iu Ying (ca. 1494-1552),Ming dynasty ,China,China,1400's,Asian Art
TP_04000984,The Peach Blossom Fishing Boat,Wang Hui (1632-1717),Qing dynasty,China,China,1700's,Asian Art
TP_04000986,Green Mountains and White Clouds,Wu Li (1632-1718),Qing dynasty,China,China,1700's,Asian Art
TP_04000987,After Wang Meng's &quot;Mountain Dwelling on a Summer Day&quot;,Wang Yüan-ch'i (1642-1715),Qing dynasty,China,China,1700's,Asian Art
TP_04000988,Along the River During the Ch'ing-ming Festival,Court painters,Qing dynasty,China,China,1700's,Asian Art
TP_04000993,Fishermen Returning on a Frosty Bank,T'ang Ti (ca. 1287-1355),Yuan dynasty ,China,China,1300's,Asian Art
TP_04000995,Kublai Khan Hunting,Liu Kuan-tao (fl. ca. latter half of 13th c.),Yuan dynasty ,China,China,1300's,Asian Art
TP_04000996,Ducks Sleeping on a Lotus Bank,Lü Chi (fl. ca. 1439-1505),Ming dynasty ,China,China,1400's,Asian Art
TP_04000997,After the Line &quot;Idly Watching Children Catch Willow Flowers&quot;,Chou Ch'en (ca. 1460-after 1535),Ming dynasty ,China,China,1400's,Asian Art
TP_04000998,Returning Late from a Spring Outing,Tai Chin (1388-1462),Ming dynasty ,China,China,1400's,Asian Art
TP_04001000,Enjoying Antiquities,Tu Chin (fl. ca. 1465-1505),Ming dynasty ,China,China,1400's,Asian Art
TP_04001151,Departure Herald,"Anonymous, Ming Dynasty (1368-1644)",Ming dynasty ,China,China,1400's,Asian Art
TP_04001152,Return Clearing,"Anonymous, Ming Dynasty (1368-1644)",Ming dynasty ,China,China,1400's,Asian Art
TP_04009112,Fishing in Reclusion Among Mountains and Streams,T'ang Yin,Ming dynasty ,China,China,1400's,Asian Art
TP_04009114,Ancient temple concealed in seclusion,Chia Shih-ku,Song dynasty ,China,China,1100's,Asian Art
TP_04009115,Bamboo in Monochrome Ink,"Wen Tong (1018-1079), Song dynasty",Song dynasty ,China,China,1100's,Asian Art
TP_04009116,Pair of Wild Geese on an Autumn Islet,Anonymous,Song dynasty ,China,China,1100's,Asian Art
TP_04009117,Five Horses,Zhao Yong (1291-1361),Yuan dynasty ,China,China,1300's,Asian Art
TP_04009118,Pasturing Horses,Han Gan (8th c.),Tang dynasty,China,China,Before 1000,Asian Art
TP_04009120,Strange Peaks and Myriad Trees,Yan Wengui (967-1044),Song dynasty ,China,China,1100's,Asian Art
TP_04009121,Reading in an Open Hall,Zhao Bosu (1124-1182),Song dynasty ,China,China,1100's,Asian Art
TP_04009122,Plants and Insects in Autumn,Li Di (12th c.),Song dynasty ,China,China,1100's,Asian Art
TP_04009124,Wild Duck by a River,Chen Lin (ca. 1260-1320),Yuan dynasty ,China,China,1300's,Asian Art
TP_04009125,Inscribing a Portrait of Ni Zan,Zhang Yu (1283-1350),Yuan dynasty ,China,China,1300's,Asian Art
TP_04009128,Pair of Lohan Paintings,Unavailable,Yuan dynasty ,China,China,1300's,Asian Art
TP_04009135,The Three Friends and a Hundred Birds,Bian Wenjin (ca. 1356-1428),Ming dynasty ,China,China,1400's,Asian Art
TP_04009137,Four Immortals Paying Homage to Longevity,Shang Xi (15th c.),Ming dynasty ,China,China,1400's,Asian Art
TP_04009138,Waiting for the Ferry on an Autumn River,Qiu Ying (ca. 1494-1552),Ming dynasty ,China,China,1400's,Asian Art
TP_04009139,Summer Mountains and Misty Rain,Wang Hui (1632-1717),Qing dynasty,China,China,1700's,Asian Art
TP_04009141,Activities of the Twelve Lunar Months: The Twelfth Month,Unavailable,Qing dynasty,China,China,1700's,Asian Art
TP_04009144,Literary Gathering,Huizong,Song dynasty ,China,China,1100's,Asian Art
TP_04009145,The Ladies' Book of Filial Piety (Scroll 1),Gaozong,Song dynasty ,China,China,1100's,Asian Art
TP_04009146,Preparing Clothes,Mou Yi,Song dynasty ,China,China,1100's,Asian Art
TP_04009147,The Buddha Preaching the Law,Anonymous,Song dynasty ,China,China,1100's,Asian Art
TP_04009148,River Boats and Mountain Town,Anonymous,Song dynasty ,China,China,1100's,Asian Art
TP_04009149,Cloud-girdled Peaks,Gao Kegong,Yuan dynasty ,China,China,1300's,Asian Art
