objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture
436213,"Portrait of a Woman, Said to be Madame Charles Simon Favart (Marie Justine Benoîte Duronceray, 1727–1772)",François Hubert Drouais,1757,French,France,1700's,European Paintings
436214,"Marie Rinteau, called Mademoiselle de Verrières",François Hubert Drouais,1761,French,France,1700's,European Paintings
436215,Madame Sophie de France (1734–1782),François Hubert Drouais,1762,French,France,1700's,European Paintings
436216,Portrait of a Young Woman as a Vestal Virgin,François Hubert Drouais,1767,French,France,1700's,European Paintings
436217,Boy with a Black Spaniel,François Hubert Drouais,ca. 1767,French,France,1700's,European Paintings
436221,A Couple in an Interior with a Gypsy Fortune-Teller,Jacob Duck,ca. 1632–33,Dutch,Netherlands,1600's,European Paintings
436222,Self-Portrait with a Harp,Rose Adélaïde Ducreux,1791,French,France,1700's,European Paintings
436223,Landing the Shore End of the Atlantic Cable,Robert Charles Dudley,1866,British,Britain,1800's,European Paintings
436224,Awaiting the Reply,Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings
436225,Grappling for the Lost Cable,Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings
436226,"Homeward Bound: ""The Great Eastern""",Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings
436227,Landing at Newfoundland,Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings
436228,Making the Splice between the Shore End and the Ocean Cable,Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings
436229,Imaginary Landscape,Gaspard Dughet,Unavailable,French,France,Unavailable,European Paintings
436230,Card Players in a Drawing Room,Pierre Louis Dumesnil the Younger,Unavailable,French,France,Unavailable,European Paintings
436235,"Madame de Saint-Morys (Eléonore Elisabeth Angélique de Beauterne, 1742–1824)",Joseph Siffred Duplessis,1776,French,France,1700's,European Paintings
436236,Benjamin Franklin (1706–1790),Joseph Siffred Duplessis,1778,French,France,1700's,European Paintings
436239,"Anne Elizabeth Cholmley (1769–1788), Later Lady Mulgrave",Gainsborough Dupont,Unavailable,British,Britain,Unavailable,European Paintings
436240,Mrs. John Puget (Catherine Hawkins),Richard Gainsborough Dupont,Unavailable,British,Britain,Unavailable,European Paintings
436241,Cows Crossing a Ford,Jules Dupré,1836,French,France,1800's,European Paintings
436243,Salvator Mundi,Albrecht Dürer,ca. 1505,German,Germany,1500's,European Paintings
436244,Virgin and Child with Saint Anne,Albrecht Dürer,probably 1519,German,Germany,1500's,European Paintings
436246,Portrait of an Italian Woman,German Painter,Unavailable,German,Germany,Unavailable,European Paintings
436248,A Young Woman in a Landscape,Dutch Painter,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
436252,"James Stuart (1612–1655), Duke of Richmond and Lennox",Anthony van Dyck,ca. 1633–35,Flemish,Belgium,1600's,European Paintings
436253,Lucas van Uffel (died 1637),Anthony van Dyck,ca. 1622,Flemish,Belgium,1600's,European Paintings
436255,"Portrait of a Woman, Called the Marchesa Durazzo",Anthony van Dyck,probably ca. 1622–25,Flemish,Belgium,1600's,European Paintings
436256,"Robert Rich (1587–1658), Second Earl of Warwick",Anthony van Dyck,ca. 1632–35,Flemish,Belgium,1600's,European Paintings
436257,Saint Rosalie Interceding for the Plague-stricken of Palermo,Anthony van Dyck,1624,Flemish,Belgium,1600's,European Paintings
436260,Study Head of an Old Man with a White Beard,Anthony van Dyck,ca. 1617–20,Flemish,Belgium,1600's,European Paintings
436262,Virgin and Child with Saint Catherine of Alexandria,Anthony van Dyck,ca. 1630,Flemish,Belgium,1600's,European Paintings
436266,Isaac Blessing Jacob,Gerbrand van den Eeckhout,1642,Dutch,Netherlands,1600's,European Paintings
436267,A Musical Party,Gerbrand van den Eeckhout,early 1650s,Dutch,Netherlands,1600's,European Paintings
436268,Putti with a Medallion,Charles Dominique Joseph Eisen,Unavailable,French,France,Unavailable,European Paintings
436270,Conversation Piece (The Sense of Smell),Jan Ekels the Younger,probably 1791,Dutch,Netherlands,1700's,European Paintings
436271,The Crucifixion with Donors and Saints Peter and Margaret,Cornelis Engebrechtsz,ca. 1525–27,Netherlandish,Netherlands,1500's,European Paintings
436278,Allegory,William Etty,Unavailable,British,Britain,Unavailable,European Paintings
436279,The Three Graces,William Etty,Unavailable,British,Britain,Unavailable,European Paintings
436283,Virgin and Child in a Niche,Netherlandish Painter,ca. 1500,Netherlandish,Netherlands,1500's,European Paintings
436284,A Donor Presented by a Saint,Dieric Bouts,ca. 1460–65,Netherlandish,Netherlands,1400's,European Paintings
436286,Portrait of a Man with a Moor's Head on His Signet Ring,Conrad Faber von Creuznach,Unavailable,German,Germany,Unavailable,European Paintings
436287,Heinrich(?) vom Rhein zum Mohren (1477–1536),Conrad Faber von Creuznach,late 1520s,German,Germany,1500's,European Paintings
436288,Abraham Dismissing Hagar and Ishmael,Barent Fabritius,1658,Dutch,Netherlands,1600's,European Paintings
436290,Flowers by a Stone Vase,Peter Faes,1786,Flemish,Belgium,1700's,European Paintings
436291,Flowers in a Stone Vase,Peter Faes,1786,Flemish,Belgium,1700's,European Paintings
436292,Still Life with Roses and Fruit,Henri Fantin-Latour,1863,French,France,1800's,European Paintings
436293,Still Life with Flowers and Fruit,Henri Fantin-Latour,1866,French,France,1800's,European Paintings
436294,Still Life with Pansies,Henri Fantin-Latour,1874,French,France,1800's,European Paintings
436296,The Palace of Aurora,Henri Fantin-Latour,1902,French,France,1900's,European Paintings
436299,"The Coronation of the Virgin, and Saints",Giovanni di Tano Fei,1394,Italian,Italy,1300's,European Paintings
436301,The Parable of the Mote and the Beam,Domenico Fetti,ca. 1619,Italian,Italy,1600's,European Paintings
436305,Still Life,Georg Flegel,probably ca. 1625–30,German,Germany,1600's,European Paintings
436309,Bearded Man with a Velvet Cap,Govert Flinck,1645,Dutch,Netherlands,1600's,European Paintings
436310,Portrait of a Prelate,Lavinia Fontana,ca. 1580,unavailable,Unknown,1500's,European Paintings
436318,Mirope Savati Gaye,Mariano Fortuny Marsal,1865,Spanish,Spain,1800's,European Paintings
436319,The Cascade,Jean Honoré Fragonard,ca. 1775,French,France,1700's,European Paintings
436321,Roman Interior,Jean Honoré Fragonard,ca. 1760,French,France,1700's,European Paintings
436322,The Love Letter,Jean Honoré Fragonard,early 1770s,French,France,1700's,European Paintings
436324,A Shaded Avenue,Jean Honoré Fragonard,ca. 1775,French,France,1700's,European Paintings
436325,The Stolen Kiss,Jean Honoré Fragonard,ca. 1760,French,France,1700's,European Paintings
436326,The Two Sisters,Jean Honoré Fragonard,ca. 1769–70,French,France,1700's,European Paintings
436327,Allegory of Vigilance,Jean Honoré Fragonard,ca. 1772,French,France,1700's,European Paintings
436329,Gathering Olives at Tivoli,François-Louis Français,1868,French,France,1800's,European Paintings
436332,Saint Roch,Francesco Francia,1502,Italian,Italy,1500's,European Paintings
436333,Federico Gonzaga (1500–1540),Francesco Francia,1510,Italian,Italy,1500's,European Paintings
436335,Madonna and Child with Saints Francis and Jerome,Francesco Francia,1500–10,Italian,Italy,1500's,European Paintings
436337,Portrait of a Monk in Prayer,French Painter,Unavailable,French,France,Unavailable,European Paintings
436338,Monsieur de Bellefourière,French Painter,Unavailable,French,France,Unavailable,European Paintings
436339,Portrait of a Member of the de Thou Family,French Painter,Unavailable,French,France,Unavailable,European Paintings
436340,Portrait of a Man with a High Hat,French Painter,Unavailable,French,France,Unavailable,European Paintings
436341,Portrait of a Man in a White Fur Coat,French Painter,Unavailable,French,France,Unavailable,European Paintings
436342,"Henri III (1551–1589), King of France",French Painter,Unavailable,French,France,Unavailable,European Paintings
436344,Holy Family with Saint Anne,French Painter,early 17th century,French,France,1700's,European Paintings
436345,Still Life with Strawberries,French Painter,Unavailable,French,France,Unavailable,European Paintings
436346,The Restoration of the Catholic Religion in Strasbourg,Claude Guy Hallé,ca. 1681,unavailable,Unknown,1600's,European Paintings
436347,Trompe l'oeil with Palettes and Miniature,Jean François de Le Motte,Unavailable,unavailable,Unknown,Unavailable,European Paintings
436397,Portrait of a Man in a Brown Coat,French Painter,Unavailable,French,France,Unavailable,European Paintings
436398,Portrait of a Woman in a Rose Dress,French Painter,Unavailable,French,France,Unavailable,European Paintings
436404,Portrait of a Woman Holding a Book,French Painter,Unavailable,French,France,Unavailable,European Paintings
436407,Portrait of a Man in a Blue Coat,French Painter,Unavailable,French,France,Unavailable,European Paintings
436408,Napoleon Bonaparte (1769–1821),French Painter,Unavailable,French,France,Unavailable,European Paintings
436410,The Nymph of Fontainebleau,French (Fontainebleau) Painter,Unavailable,French,France,Unavailable,European Paintings
436413,Christ Bearing the Cross,Northern French Painter,Unavailable,French,France,Unavailable,European Paintings
436415,Portrait of a Man of the Moncheaux Family,Northern French Painter,Unavailable,French,France,Unavailable,European Paintings
436416,The Resurrection,Spanish (Aragonese) Painter,Unavailable,Spanish,Spain,Unavailable,European Paintings
436418,Jerusalem from the Mount of Olives,Charles-Théodore Frère,by 1880,French,France,1800's,European Paintings
436419,The Arab Falconer,Eugène Fromentin,1864,French,France,1800's,European Paintings
436420,Arabs Crossing a Ford,Eugène Fromentin,1873,French,France,1800's,European Paintings
436423,The Night-Hag Visiting Lapland Witches,Henry Fuseli,1796,Swiss,Switzerland,1700's,European Paintings
436424,A Basket and Birds,Jan Fyt,Unavailable,Flemish,Belgium,Unavailable,European Paintings
436425,A Hare and Birds,Jan Fyt,Unavailable,Flemish,Belgium,Unavailable,European Paintings
436426,"A Hare, Partridges, and Fruit",Jan Fyt,Unavailable,Flemish,Belgium,Unavailable,European Paintings
436427,A Partridge and Small Game Birds,Jan Fyt,1650s,Flemish,Belgium,1600's,European Paintings
436428,The Trinity,Agnolo Gaddi,ca. 1390–96,Italian,Italy,1300's,European Paintings
436429,Saint Margaret and the Dragon,Agnolo Gaddi,ca. 1390,Italian,Italy,1300's,European Paintings
436431,Charles Rousseau Burney (1747–1819),Thomas Gainsborough,ca. 1780,British,Britain,1700's,European Paintings
436432,Queen Charlotte,Thomas Gainsborough,Unavailable,British,Britain,Unavailable,European Paintings
436433,A Boy with a Cat—Morning,Thomas Gainsborough,1787,British,Britain,1700's,European Paintings
436434,Lieutenant Colonel Paul Pechell (1724–1800),Thomas Gainsborough,Unavailable,British,Britain,Unavailable,European Paintings
436435,Mrs. Grace Dalrymple Elliott (1754?–1823),Thomas Gainsborough,1778,British,Britain,1700's,European Paintings
436436,"Mrs. Ralph Izard (Alice De Lancey, 1746/47–1832)",Thomas Gainsborough,Unavailable,British,Britain,Unavailable,European Paintings
436438,"John Hobart (1723–1793), 2nd Earl of Buckinghamshire",Thomas Gainsborough,Unavailable,British,Britain,Unavailable,European Paintings
436439,"Portrait of a Young Woman, Called Miss Sparrow",Thomas Gainsborough,1770s,British,Britain,1700's,European Paintings
436440,Cottage Children (The Wood Gatherers),Thomas Gainsborough,1787,British,Britain,1700's,European Paintings
436441,Wooded Upland Landscape,Thomas Gainsborough,probably 1783,British,Britain,1700's,European Paintings
436442,The Painter's Daughter Mary (1750–1826),Thomas Gainsborough,mid-19th century,British,Britain,1900's,European Paintings
436443,Saint Nicholas of Tolentino Reviving the Birds,Garofalo (Benvenuto Tisi da Garofalo),ca. 1530,Italian,Italy,1500's,European Paintings
436444,Saint Nicholas of Tolentino Reviving a Child,Garofalo (Benvenuto Tisi da Garofalo),ca. 1530,Italian,Italy,1500's,European Paintings
436445,The Translation of the Holy House of Loreto,Saturnino Gatti,ca. 1490,Italian,Italy,1400's,European Paintings
436446,Two Tahitian Women,Paul Gauguin,1899,French,France,1800's,European Paintings
436448,A Farm in Brittany,Paul Gauguin,ca. 1894,French,France,1800's,European Paintings
436449,The Siesta,Paul Gauguin,ca. 1892–94,French,France,1800's,European Paintings
436451,Tahitian Landscape,Paul Gauguin,1892,French,France,1800's,European Paintings
436453,Esther before Ahasuerus,Artemisia Gentileschi,Unavailable,Italian,Italy,Unavailable,European Paintings
436454,Alfred Dedreux (1810–1860) as a Child,Théodore Gericault,ca. 1819–20,French,France,1800's,European Paintings
436455,Evening: Landscape with an Aqueduct,Théodore Gericault,1818,French,France,1800's,European Paintings
436456,An Episode from the Life of Saint Giovanni Gualberto,Niccolò di Pietro Gerini,Unavailable,Italian,Italy,Unavailable,European Paintings
436472,Portrait of a Man in Profile,Italian Painter,Unavailable,Italian,Italy,Unavailable,European Paintings
436481,"Cafe House, Cairo (Casting Bullets)",Jean-Léon Gérôme,1884 or earlier,French,France,1800's,European Paintings
436482,Prayer in the Mosque,Jean-Léon Gérôme,1871,French,France,1800's,European Paintings
436483,Pygmalion and Galatea,Jean-Léon Gérôme,ca. 1890,French,France,1800's,European Paintings
436484,Tiger and Cubs,Jean-Léon Gérôme,ca. 1884,French,France,1800's,European Paintings
436489,Francesco Sassetti (1421–1490) and His Son Teodoro,Domenico Ghirlandaio (Domenico Bigordi),ca. 1488,Italian,Italy,1400's,European Paintings
436491,Selvaggia Sassetti (born 1470),Davide Ghirlandaio (David Bigordi),ca. 1487–88,Italian,Italy,1400's,European Paintings
436492,Saint Christopher and the Infant Christ,Domenico Ghirlandaio (Domenico Bigordi),Unavailable,Italian,Italy,Unavailable,European Paintings
436494,The Nativity with Saints,Ridolfo Ghirlandaio,Unavailable,Italian,Italy,Unavailable,European Paintings
436495,Saint John the Evangelist Raises Satheus to Life,Francescuccio Ghissi (Francesco di Cecco Ghissi),ca. 1370,Italian,Italy,1300's,European Paintings
436496,Saint John the Evangelist with Acteus and Eugenius,Francescuccio Ghissi (Francesco di Cecco Ghissi),ca. 1370,Italian,Italy,1300's,European Paintings
436497,Saint John the Evangelist Causes a Pagan Temple to Collapse,Francescuccio Ghissi (Francesco di Cecco Ghissi),ca. 1370,Italian,Italy,1300's,European Paintings
436499,Diana the Huntress,Giampietrino (Giovanni Pietro Rizzoli),Unavailable,Italian,Italy,Unavailable,European Paintings
436503,The Flight into Egypt,Luca Giordano,Unavailable,Italian,Italy,Unavailable,European Paintings
436510,Madonna and Child with Two Angels and a Donor,Giovanni di Paolo (Giovanni di Paolo di Grazia),ca. 1445,Italian,Italy,1400's,European Paintings
436511,The Miraculous Communion of Saint Catherine of Siena,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unavailable,Italian,Italy,Unavailable,European Paintings
436512,Paradise,Giovanni di Paolo (Giovanni di Paolo di Grazia),1445,Italian,Italy,1400's,European Paintings
436513,The Presentation of Christ in the Temple,Giovanni di Paolo (Giovanni di Paolo di Grazia),ca. 1435,Italian,Italy,1400's,European Paintings
436514,"Saints Catherine of Alexandria, Barbara, Agatha, and Margaret",Giovanni di Paolo (Giovanni di Paolo di Grazia),ca. 1470,Italian,Italy,1400's,European Paintings
436515,Saints Matthew and Francis,Giovanni di Paolo (Giovanni di Paolo di Grazia),ca. 1435,Italian,Italy,1400's,European Paintings
436519,Before the Mirror,Pierre-Paul-Léon Glaize,1873,French,France,1800's,European Paintings
436520,"Marie Adélaïde de Savoie (1685–1712), Duchesse de Bourgogne",Pierre Gobert,1710,French,France,1700's,European Paintings
436522,A Benedictine Monk,Hugo van der Goes,ca. 1478,Netherlandish,Netherlands,1400's,European Paintings
436524,Sunflowers,Vincent van Gogh,1887,Dutch,Netherlands,1800's,European Paintings
436525,Bouquet of Flowers in a Vase,Vincent van Gogh,1890,Dutch,Netherlands,1800's,European Paintings
436526,"First Steps, after Millet",Vincent van Gogh,1890,Dutch,Netherlands,1800's,European Paintings
436527,The Flowering Orchard,Vincent van Gogh,1888,Dutch,Netherlands,1800's,European Paintings
436528,Irises,Vincent van Gogh,1890,Dutch,Netherlands,1800's,European Paintings
436529,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",Vincent van Gogh,1888–89,Dutch,Netherlands,1800's,European Paintings
436530,Oleanders,Vincent van Gogh,1888,Dutch,Netherlands,1800's,European Paintings
436531,Peasant Woman Cooking by a Fireplace,Vincent van Gogh,1885,Dutch,Netherlands,1800's,European Paintings
436532,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),Vincent van Gogh,1887,Dutch,Netherlands,1800's,European Paintings
436533,Shoes,Vincent van Gogh,1888,Dutch,Netherlands,1800's,European Paintings
436534,Roses,Vincent van Gogh,1890,Dutch,Netherlands,1800's,European Paintings
436535,Wheat Field with Cypresses,Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings
436536,Women Picking Olives,Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings
436541,Sebastián Martínez y Pérez (1747–1800),Goya (Francisco de Goya y Lucientes),1792,Spanish,Spain,1700's,European Paintings
436542,"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",Goya (Francisco de Goya y Lucientes),1804,Spanish,Spain,1800's,European Paintings
436543,Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),Goya (Francisco de Goya y Lucientes),1804,Spanish,Spain,1800's,European Paintings
436544,"Tiburcio Pérez y Cuervo (1785/86–1841), the Architect",Goya (Francisco de Goya y Lucientes),1820,Spanish,Spain,1800's,European Paintings
436545,Manuel Osorio Manrique de Zuñiga (1784–1792),Goya (Francisco de Goya y Lucientes),1787–88,Spanish,Spain,1700's,European Paintings
436546,"José Costa y Bonells (died l870), Called Pepito",Goya (Francisco de Goya y Lucientes),ca. 1810,Spanish,Spain,1800's,European Paintings
436547,Narcisa Barañana de Goicoechea,Goya (Francisco de Goya y Lucientes),Unavailable,Spanish,Spain,Unavailable,European Paintings
436548,Majas on a Balcony,Goya (Francisco de Goya y Lucientes),ca. 1800–1810,Spanish,Spain,1800's,European Paintings
436549,Don Bernardo de Iriarte (1735–1814),Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings
436550,Infanta María Luisa (1782–1824) and Her Son Carlos Luis (1799–1883),Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings
436551,"Ferdinand VII (1784–1833), When Prince of Asturias",Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings
436552,"María Luisa of Parma (1751–1819), Queen of Spain",Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings
436553,A City on a Rock,Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings
436554,Bullfight in a Divided Ring,Goya (Francisco de Goya y Lucientes),Unavailable,Spanish,Spain,Unavailable,European Paintings
436555,Sandy Road with a Farmhouse,Jan van Goyen,1627,Dutch,Netherlands,1600's,European Paintings
436556,Country House near the Water,Jan van Goyen,1646,Dutch,Netherlands,1600's,European Paintings
436557,The Pelkus Gate near Utrecht,Jan van Goyen,1646,Dutch,Netherlands,1600's,European Paintings
436558,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,1646,Dutch,Netherlands,1600's,European Paintings
436559,Castle by a River,Jan van Goyen,1647,Dutch,Netherlands,1600's,European Paintings
436560,River View with a Village Church,Jan van Goyen,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
436561,"Saints Nicholas of Tolentino, Roch, Sebastian, and Bernardino of Siena, with Kneeling Donors",Benozzo Gozzoli (Benozzo di Lese di Sandro),1481,Italian,Italy,1400's,European Paintings
436562,The Conversion of Saint Paul,Benozzo Gozzoli (Benozzo di Lese di Sandro),Unavailable,Italian,Italy,Unavailable,European Paintings
436563,Saint Peter and Simon Magus,Benozzo Gozzoli (Benozzo di Lese di Sandro),Unavailable,Italian,Italy,Unavailable,European Paintings
436564,Saint Zenobius Resuscitating a Dead Child,Benozzo Gozzoli (Benozzo di Lese di Sandro),Unavailable,Italian,Italy,Unavailable,European Paintings
436565,Totila before Saint Benedict,Benozzo Gozzoli (Benozzo di Lese di Sandro),Unavailable,Italian,Italy,Unavailable,European Paintings
436567,Scenes from the Life of Saint John the Baptist,Francesco Granacci (Francesco di Andrea di Marco),ca. 1506–7,Italian,Italy,1500's,European Paintings
436569,The Choir of the Capuchin Church in Rome,François Marius Granet,1814–15,French,France,1800's,European Paintings
436572,Christ Healing the Blind,El Greco (Domenikos Theotokopoulos),ca. 1570,Greek,Greece,1500's,European Paintings
436573,Cardinal Fernando Niño de Guevara (1541–1609),El Greco (Domenikos Theotokopoulos),ca. 1600,Greek,Greece,1600's,European Paintings
436575,View of Toledo,El Greco (Domenikos Theotokopoulos),ca. 1599–1600,Greek,Greece,1500's,European Paintings
436576,The Vision of Saint John,El Greco (Domenikos Theotokopoulos),ca. 1608–14,Greek,Greece,1600's,European Paintings
436577,Saint Andrew,El Greco,ca. 1610,Greek,Greece,1600's,European Paintings
436578,All Saints,Greek Painter,Unavailable,Greek,Greece,Unavailable,European Paintings
436579,Broken Eggs,Jean-Baptiste Greuze,1756,French,France,1700's,European Paintings
436580,Aegina Visited by Jupiter,Jean-Baptiste Greuze,ca. 1767–69,French,France,1700's,European Paintings
436581,"Charles Claude de Flahaut (1730–1809), Comte d'Angiviller",Jean-Baptiste Greuze,1763,French,France,1700's,European Paintings
436582,Head of a Young Woman,Jean-Baptiste Greuze,possibly 1780s,French,France,1700's,European Paintings
436583,Study of a Woman’s Head,Jean-Baptiste Greuze,ca. 1780,French,France,1700's,European Paintings
436584,"Madame Jean-Baptiste Nicolet (Anne Antoinette Desmoulins, 1743–1817)",Jean-Baptiste Greuze,late 1780s,French,France,1700's,European Paintings
436586,Princess Varvara Nikolaevna Gagarina (1762–1802),Jean-Baptiste Greuze,ca. 1780–82,French,France,1700's,European Paintings
436587,Jean Jacques Caffiéri (1725–1792),Jean-Baptiste Greuze,ca. 1765,French,France,1700's,European Paintings
436588,Head of a Young Boy,Jean-Baptiste Greuze,1763,French,France,1700's,European Paintings
436590,"The Empress Elizabeth of Russia (1709–1762) on Horseback, Attended by a Page",Georg Christoph Grooth,after 1743–49,German,Germany,1700's,European Paintings
436593,Fantastic Landscape,Francesco Guardi,ca. 1765,Italian,Italy,1700's,European Paintings
436596,Venice from the Bacino di San Marco,Francesco Guardi,ca. 1765–75,Italian,Italy,1700's,European Paintings
436598,Santa Maria della Salute,Francesco Guardi,mid- to late 1760s,Italian,Italy,1700's,European Paintings
436599,The Grand Canal above the Rialto,Francesco Guardi,late 1760s,Italian,Italy,1700's,European Paintings
436600,Venice: The Dogana and Santa Maria della Salute,Francesco Guardi,Unavailable,Italian,Italy,Unavailable,European Paintings
436601,Venice: The Rialto,Francesco Guardi,Unavailable,Italian,Italy,Unavailable,European Paintings
436603,Samson Captured by the Philistines,Guercino (Giovanni Francesco Barbieri),1619,Italian,Italy,1600's,European Paintings
436604,The Vocation of Saint Aloysius (Luigi) Gonzaga,Guercino (Giovanni Francesco Barbieri),ca. 1650,Italian,Italy,1600's,European Paintings
436607,An Allegory,Domenico Guidobono,1710–20,Italian,Italy,1700's,European Paintings
436615,A Banquet,Dirck Hals,1628,Dutch,Netherlands,1600's,European Paintings
436616,Young Man and Woman in an Inn,Frans Hals,1623,Dutch,Netherlands,1600's,European Paintings
436617,Portrait of a Bearded Man with a Ruff,Frans Hals,1625,Dutch,Netherlands,1600's,European Paintings
436618,"Anna van der Aar (born 1576/77, died after 1626)",Frans Hals,1626,Dutch,Netherlands,1600's,European Paintings
436619,Petrus Scriverius (1576–1660),Frans Hals,1626,Dutch,Netherlands,1600's,European Paintings
436620,Paulus Verschuur (1606–1667),Frans Hals,1643,Dutch,Netherlands,1600's,European Paintings
436621,"Portrait of a Man, Possibly Nicolaes Pietersz Duyst van Voorhout (born about 1600, died 1650)",Frans Hals,ca. 1636–38,Dutch,Netherlands,1600's,European Paintings
436622,Merrymakers at Shrovetide,Frans Hals,ca. 1616–17,Dutch,Netherlands,1600's,European Paintings
436625,The Smoker,Frans Hals,ca. 1623–25,Dutch,Netherlands,1600's,European Paintings
436626,Boy with a Lute,Frans Hals,ca. 1625,Dutch,Netherlands,1600's,European Paintings
436627,Frans Hals (1582/83–1666),Frans Hals,probably 1650s,Dutch,Netherlands,1600's,European Paintings
436628,Malle Babbe,Frans Hals,Unavailable,Dutch,Netherlands,Unavailable,European Paintings
436632,Moonrise,Henri-Joseph Harpignies,1885,French,France,1800's,European Paintings
436634,A Vase of Flowers,Margareta Haverman,1716,Dutch,Netherlands,1700's,European Paintings
436636,Still Life with a Glass and Oysters,Jan Davidsz de Heem,ca. 1640,Dutch,Netherlands,1600's,European Paintings
436637,Still Life: A Banqueting Scene,Jan Davidsz de Heem,probably ca. 1640–41,Dutch,Netherlands,1600's,European Paintings
436638,"Jacob Willemsz van Veen (1456–1535), the Artist's Father",Maarten van Heemskerck,1532,Netherlandish,Netherlands,1500's,European Paintings
436642,The Musician,Bartholomeus van der Helst,1662,Dutch,Netherlands,1600's,European Paintings
436643,The Calling of Saint Matthew,Jan Sanders van Hemessen,Unavailable,unavailable,Unknown,Unavailable,European Paintings
436644,A Bather (Echo),Jean-Jacques Henner,1881,French,France,1800's,European Paintings
436645,Young Woman Praying,Jean-Jacques Henner,Unavailable,French,France,Unavailable,European Paintings
436647,The Huis ten Bosch at The Hague and Its Formal Garden (View from the South),Jan van der Heyden,ca. 1668–70,Dutch,Netherlands,1600's,European Paintings
436648,The Huis ten Bosch at The Hague and Its Formal Garden (View from the East),Jan van der Heyden,ca. 1668–70,Dutch,Netherlands,1600's,European Paintings
436652,Entrance to a Village,Meyndert Hobbema,ca. 1665,Dutch,Netherlands,1600's,European Paintings
436653,Woodland Road,Meyndert Hobbema,ca. 1670,Dutch,Netherlands,1600's,European Paintings
436656,The Wedding of Stephen Beckingham and Mary Cox,William Hogarth,1729,British,Britain,1700's,European Paintings
436657,"Benedikt von Hertenstein (born about 1495, died 1522)",Hans Holbein the Younger,1517,German,Germany,1500's,European Paintings
436658,Hermann von Wedigh III (died 1560),Hans Holbein the Younger,1532,German,Germany,1500's,European Paintings
436659,Derick Berck of Cologne,Hans Holbein the Younger,1536,German,Germany,1500's,European Paintings
436660,Portrait of a Man in a Red Cap,Hans Holbein the Younger,1532–35,German,Germany,1500's,European Paintings
436664,"Lady Guildford (Mary Wotton, 1499–1558)",Hans Holbein the Younger,Unavailable,German,Germany,Unavailable,European Paintings
436665,"Lady Lee (Margaret Wyatt, born about 1509)",Hans Holbein the Younger,early 1540s,German,Germany,1500's,European Paintings
436668,Portrait of a Man (Sir Ralph Sadler?),Hans Holbein the Younger,1535,German,Germany,1500's,European Paintings
436669,"Lady Rich (Elizabeth Jenks, died 1558)",Hans Holbein the Younger,ca. 1540,German,Germany,1500's,European Paintings
436670,"Edward VI (1537–1553), When Duke of Cornwall",Hans Holbein the Younger,ca. 1545; reworked 1547 or later,German,Germany,1500's,European Paintings
436671,Peacocks,Melchior d' Hondecoeter,1683,Dutch,Netherlands,1600's,European Paintings
436672,Christ among the Doctors,Abraham Hondius,1668,Dutch,Netherlands,1600's,European Paintings
436675,Interior with a Young Couple,Pieter de Hooch,probably ca. 1662–65,Dutch,Netherlands,1600's,European Paintings
436676,"Woman with a Water Pitcher, and a Man by a Bed",Pieter de Hooch,ca. 1667–70,Dutch,Netherlands,1600's,European Paintings
436677,Paying the Hostess,Pieter de Hooch,ca. 1670,Dutch,Netherlands,1600's,European Paintings
436678,The Visit,Pieter de Hooch,ca. 1657,Dutch,Netherlands,1600's,European Paintings
436679,A Woman and Two Men in an Arbor,Pieter de Hooch,ca. 1657–58,Dutch,Netherlands,1600's,European Paintings
436680,The Annunciation of the Death of the Virgin,Samuel van Hoogstraten,ca. 1670,Dutch,Netherlands,1600's,European Paintings
436683,Lady Hester King (died 1873),John Hoppner,probably 1805,British,Britain,1800's,European Paintings
436684,Major Thomas Pechell (1753–1826),John Hoppner,1799,British,Britain,1700's,European Paintings
436685,"Mrs. John Garden (Ann Garden, 1769–1842) and Her Children, John (1796–1854) and Ann Margaret (born 1793)",John Hoppner,1796 or 1797,British,Britain,1700's,European Paintings
436686,"Mrs. Richard Bache (Sarah Franklin, 1743–1808)",John Hoppner,1793,British,Britain,1700's,European Paintings
