objectID,Title,ArtistName,Department,TimePeriod,Region,Height,Width,H/W Ratio,Color
436168,Two Men,Edgar Degas,European Paintings,ca. 1865–69,French,2849,3722,0.7654486835034927,RGB
436174,A Woman Ironing,Edgar Degas,European Paintings,1873,French,2714,3722,0.7291778613648576,RGB
436175,Basket of Flowers,Eugène Delacroix,European Paintings,1848–49,French,4000,3021,1.3240648791790797,RGB
436176,Christ Asleep during the Tempest,Eugène Delacroix,European Paintings,ca. 1853,French,4000,3296,1.2135922330097086,RGB
436177,George Sand's Garden at Nohant,Eugène Delacroix,European Paintings,ca. 1842–43,French,3958,3268,1.2111383108935128,RGB
436178,Hamlet and His Mother,Eugène Delacroix,European Paintings,1849,French,2709,3722,0.7278344975819452,RGB
436179,"Madame Henri François Riesener (Félicité Longrois, 1786–1847)",Eugène Delacroix,European Paintings,1835,French,3282,4000,0.8205,RGB
436180,The Natchez,Eugène Delacroix,European Paintings,1823–24 and 1835,French,4000,3114,1.2845215157353886,RGB
436182,Triumph of the Amazons,Claude Déruet,European Paintings,1620s,French,3911,3045,1.28440065681445,RGB
436183,Departure of the Amazons,Claude Déruet,European Paintings,1620s,French,3911,3015,1.2971807628524046,RGB
436186,Still Life with Silver,Alexandre François Desportes,European Paintings,Unavailable,French,2790,3889,0.717408074055027,RGB
436187,A Dragoon on Horseback,Edouard Detaille,European Paintings,1876,French,1813,3297,0.5498938428874734,RGB
436188,The Defense of Champigny,Edouard Detaille,European Paintings,1879,French,1905,1088,1.7509191176470589,RGB
436189,Gendarmes d'Ordonnance,Edouard Detaille,European Paintings,1894,French,2972,3885,0.764993564993565,RGB
436190,Louis-Félix Amiel (1802–1864),Eugène Devéria,European Paintings,1837,French,3205,3863,0.8296660626456123,RGB
436191,Diana,Narcisse-Virgile Diaz de la Peña,European Paintings,1849,French,2312,3884,0.5952626158599382,RGB
436192,Autumn: The Woodland Pond,Narcisse-Virgile Diaz de la Peña,European Paintings,1867,French,3921,2993,1.310056799198129,RGB
436193,The Edge of the Woods,Narcisse-Virgile Diaz de la Peña,European Paintings,1872,French,4000,3240,1.2345679012345678,RGB
436195,A Vista through Trees: Fontainebleau,Narcisse-Virgile Diaz de la Peña,European Paintings,1873,French,3915,2877,1.3607924921793535,RGB
436196,The Forest of Fontainebleau,Narcisse-Virgile Diaz de la Peña,European Paintings,1874,French,3911,3100,1.2616129032258065,RGB
436198,Saint Cecilia,Abraham van Diepenbeeck,European Paintings,Unavailable,Flemish,3385,4000,0.84625,RGB
436199,Christ Healing the Sick,Christian Wilhelm Ernst Dietrich,European Paintings,1742,German,4000,3254,1.2292562999385372,RGB
436201,"Surprised, or Infidelity Found Out",Christian Wilhelm Ernst Dietrich,European Paintings,Unavailable,German,3814,3833,0.9950430472214975,RGB
436205,Landscape with Moses and the Burning Bush,Domenichino (Domenico Zampieri),European Paintings,1610–16,Italian,2808,3722,0.754433100483611,RGB
436206,Portrait of an Old Man,Francisco Domingo y Marqués,European Paintings,1882,Spanish,2843,3435,0.8276564774381369,RGB
436207,Don Quixote and Sancho Panza Entertained by Basil and Quiteria,Gustave Doré,European Paintings,1863?,French,3090,3878,0.7968024755028366,RGB
436208,The Three Ages of Humans,Dosso Dossi (Giovanni de Lutero),European Paintings,Unavailable,Italian,3811,2706,1.4083518107908353,RGB
436209,An Evening School,Gerrit Dou,European Paintings,ca. 1655–57,Dutch,3425,3800,0.9013157894736842,RGB
436211,Portrait of a Man (Self-Portrait?),Willem Drost,European Paintings,1653 or 1655,Dutch,3101,3710,0.8358490566037736,RGB
436212,Young Woman with a Pearl Necklace,Willem Drost,European Paintings,Unavailable,Dutch,2768,3722,0.7436861902203117,RGB
436213,"Portrait of a Woman, Said to be Madame Charles Simon Favart (Marie Justine Benoîte Duronceray, 1727–1772)",François Hubert Drouais,European Paintings,1757,French,3125,3877,0.8060355945318545,RGB
436214,"Marie Rinteau, called Mademoiselle de Verrières",François Hubert Drouais,European Paintings,1761,French,3072,3976,0.772635814889336,RGB
436215,Madame Sophie de France (1734–1782),François Hubert Drouais,European Paintings,1762,French,3242,4000,0.8105,RGB
436216,Portrait of a Young Woman as a Vestal Virgin,François Hubert Drouais,European Paintings,1767,French,3083,3857,0.7993259009592948,RGB
436217,Boy with a Black Spaniel,François Hubert Drouais,European Paintings,ca. 1767,French,3263,4000,0.81575,RGB
436221,A Couple in an Interior with a Gypsy Fortune-Teller,Jacob Duck,European Paintings,ca. 1632–33,Dutch,3810,2914,1.307481125600549,RGB
436222,Self-Portrait with a Harp,Rose Adélaïde Ducreux,European Paintings,1791,French,1297,1934,0.6706308169596691,RGB
436223,Landing the Shore End of the Atlantic Cable,Robert Charles Dudley,European Paintings,1866,British,3921,2672,1.467440119760479,RGB
436224,Awaiting the Reply,Robert Charles Dudley,European Paintings,ca. 1866,British,3811,2620,1.4545801526717557,RGB
436225,Grappling for the Lost Cable,Robert Charles Dudley,European Paintings,ca. 1866,British,3475,2387,1.455802262253875,RGB
436226,"Homeward Bound: ""The Great Eastern""",Robert Charles Dudley,European Paintings,ca. 1866,British,4000,2603,1.536688436419516,RGB
436227,Landing at Newfoundland,Robert Charles Dudley,European Paintings,ca. 1866,British,3499,2387,1.4658567239212401,RGB
436228,Making the Splice between the Shore End and the Ocean Cable,Robert Charles Dudley,European Paintings,ca. 1866,British,3475,2379,1.460697772173182,RGB
436229,Imaginary Landscape,Gaspard Dughet,European Paintings,Unavailable,French,3917,2476,1.5819870759289176,RGB
436230,Card Players in a Drawing Room,Pierre Louis Dumesnil the Younger,European Paintings,Unavailable,French,3919,3140,1.2480891719745222,RGB
436235,"Madame de Saint-Morys (Eléonore Elisabeth Angélique de Beauterne, 1742–1824)",Joseph Siffred Duplessis,European Paintings,1776,French,1559,1931,0.8073537027446919,RGB
436236,Benjamin Franklin (1706–1790),Joseph Siffred Duplessis,European Paintings,1778,French,6132,8176,0.75,RGB
436239,"Anne Elizabeth Cholmley (1769–1788), Later Lady Mulgrave",Gainsborough Dupont,European Paintings,Unavailable,British,3051,3794,0.8041644702161307,RGB
436240,Mrs. John Puget (Catherine Hawkins),Richard Gainsborough Dupont,European Paintings,Unavailable,British,2905,3736,0.7775695931477516,RGB
436241,Cows Crossing a Ford,Jules Dupré,European Paintings,1836,French,3911,2317,1.6879585671126456,RGB
436243,Salvator Mundi,Albrecht Dürer,European Paintings,ca. 1505,German,1562,1925,0.8114285714285714,RGB
436244,Virgin and Child with Saint Anne,Albrecht Dürer,European Paintings,probably 1519,German,3237,3860,0.8386010362694301,RGB
436246,Portrait of an Italian Woman,German Painter,European Paintings,Unavailable,German,2943,3874,0.7596799173980382,RGB
436248,A Young Woman in a Landscape,Dutch Painter,European Paintings,Unavailable,Dutch,2828,3722,0.7598065556152606,RGB
436252,"James Stuart (1612–1655), Duke of Richmond and Lennox",Anthony van Dyck,European Paintings,ca. 1633–35,Flemish,2212,3722,0.5943041375604514,RGB
436253,Lucas van Uffel (died 1637),Anthony van Dyck,European Paintings,ca. 1622,Flemish,3010,3719,0.8093573541274536,RGB
436255,"Portrait of a Woman, Called the Marchesa Durazzo",Anthony van Dyck,European Paintings,probably ca. 1622–25,Flemish,3414,4000,0.8535,RGB
436256,"Robert Rich (1587–1658), Second Earl of Warwick",Anthony van Dyck,European Paintings,ca. 1632–35,Flemish,2270,3722,0.6098871574422353,RGB
436257,Saint Rosalie Interceding for the Plague-stricken of Palermo,Anthony van Dyck,European Paintings,1624,Flemish,2995,4000,0.74875,RGB
436260,Study Head of an Old Man with a White Beard,Anthony van Dyck,European Paintings,ca. 1617–20,Flemish,3172,4000,0.793,RGB
436262,Virgin and Child with Saint Catherine of Alexandria,Anthony van Dyck,European Paintings,ca. 1630,Flemish,3113,3710,0.8390835579514825,RGB
436266,Isaac Blessing Jacob,Gerbrand van den Eeckhout,European Paintings,1642,Dutch,3810,3002,1.2691538974017322,RGB
436267,A Musical Party,Gerbrand van den Eeckhout,European Paintings,early 1650s,Dutch,3806,3122,1.219090326713645,RGB
436268,Putti with a Medallion,Charles Dominique Joseph Eisen,European Paintings,Unavailable,French,2954,3867,0.7638996638220843,RGB
436270,Conversation Piece (The Sense of Smell),Jan Ekels the Younger,European Paintings,probably 1791,Dutch,3345,3688,0.9069956616052061,RGB
436271,The Crucifixion with Donors and Saints Peter and Margaret,Cornelis Engebrechtsz,European Paintings,ca. 1525–27,Netherlandish,3811,2906,1.311424638678596,RGB
436278,Allegory,William Etty,European Paintings,Unavailable,British,3907,3160,1.236392405063291,RGB
436279,The Three Graces,William Etty,European Paintings,Unavailable,British,1614,1931,0.8358363542206111,RGB
436283,Virgin and Child in a Niche,Netherlandish Painter,European Paintings,ca. 1500,Netherlandish,1997,3722,0.5365394948952176,RGB
436284,A Donor Presented by a Saint,Dieric Bouts,European Paintings,ca. 1460–65,Netherlandish,1431,1797,0.7963272120200334,RGB
436286,Portrait of a Man with a Moor's Head on His Signet Ring,Conrad Faber von Creuznach,European Paintings,Unavailable,German,2670,3872,0.6895661157024794,RGB
436287,Heinrich(?) vom Rhein zum Mohren (1477–1536),Conrad Faber von Creuznach,European Paintings,late 1520s,German,1376,1908,0.7211740041928721,RGB
436288,Abraham Dismissing Hagar and Ishmael,Barent Fabritius,European Paintings,1658,Dutch,2712,3722,0.7286405158516926,RGB
436290,Flowers by a Stone Vase,Peter Faes,European Paintings,1786,Flemish,1185,1593,0.743879472693032,RGB
436291,Flowers in a Stone Vase,Peter Faes,European Paintings,1786,Flemish,2733,3539,0.7722520486012998,RGB
436292,Still Life with Roses and Fruit,Henri Fantin-Latour,European Paintings,1863,French,3801,3192,1.1907894736842106,RGB
436293,Still Life with Flowers and Fruit,Henri Fantin-Latour,European Paintings,1866,French,3074,3722,0.8259000537345513,RGB
436294,Still Life with Pansies,Henri Fantin-Latour,European Paintings,1874,French,3803,3166,1.2012002526847758,RGB
436296,The Palace of Aurora,Henri Fantin-Latour,European Paintings,1902,French,3812,4000,0.953,RGB
436299,"The Coronation of the Virgin, and Saints",Giovanni di Tano Fei,European Paintings,1394,Italian,1456,1941,0.7501287995878413,RGB
436301,The Parable of the Mote and the Beam,Domenico Fetti,European Paintings,ca. 1619,Italian,2781,3720,0.7475806451612903,RGB
436305,Still Life,Georg Flegel,European Paintings,probably ca. 1625–30,German,3811,2956,1.2892422192151556,RGB
436309,Bearded Man with a Velvet Cap,Govert Flinck,European Paintings,1645,Dutch,3317,3798,0.8733543970510795,RGB
436310,Portrait of a Prelate,Lavinia Fontana,European Paintings,ca. 1580,unavailable,2978,3722,0.800107469102633,RGB
436318,Mirope Savati Gaye,Mariano Fortuny Marsal,European Paintings,1865,Spanish,2941,4000,0.73525,RGB
436319,The Cascade,Jean Honoré Fragonard,European Paintings,ca. 1775,French,3000,4000,0.75,RGB
436321,Roman Interior,Jean Honoré Fragonard,European Paintings,ca. 1760,French,3901,3229,1.2081139671724992,RGB
436322,The Love Letter,Jean Honoré Fragonard,European Paintings,early 1770s,French,3164,3915,0.8081736909323116,RGB
436324,A Shaded Avenue,Jean Honoré Fragonard,European Paintings,ca. 1775,French,3000,4000,0.75,RGB
436325,The Stolen Kiss,Jean Honoré Fragonard,European Paintings,ca. 1760,French,4000,3044,1.314060446780552,RGB
436326,The Two Sisters,Jean Honoré Fragonard,European Paintings,ca. 1769–70,French,3029,3904,0.7758709016393442,RGB
436327,Allegory of Vigilance,Jean Honoré Fragonard,European Paintings,ca. 1772,French,3136,3864,0.8115942028985508,RGB
436329,Gathering Olives at Tivoli,François-Louis Français,European Paintings,1868,French,2588,4000,0.647,RGB
436332,Saint Roch,Francesco Francia,European Paintings,1502,Italian,497,700,0.71,RGB
436333,Federico Gonzaga (1500–1540),Francesco Francia,European Paintings,1510,Italian,2941,4000,0.73525,RGB
436335,Madonna and Child with Saints Francis and Jerome,Francesco Francia,European Paintings,1500–10,Italian,3066,4000,0.7665,RGB
436337,Portrait of a Monk in Prayer,French Painter,European Paintings,Unavailable,French,2777,3882,0.7153529108706852,RGB
436338,Monsieur de Bellefourière,French Painter,European Paintings,Unavailable,French,2555,3571,0.7154858583029964,RGB
436339,Portrait of a Member of the de Thou Family,French Painter,European Paintings,Unavailable,French,2182,2427,0.8990523279769262,RGB
436340,Portrait of a Man with a High Hat,French Painter,European Paintings,Unavailable,French,2175,2715,0.8011049723756906,RGB
436341,Portrait of a Man in a White Fur Coat,French Painter,European Paintings,Unavailable,French,1905,2415,0.7888198757763976,RGB
436342,"Henri III (1551–1589), King of France",French Painter,European Paintings,Unavailable,French,2807,3663,0.7663117663117663,RGB
436344,Holy Family with Saint Anne,French Painter,European Paintings,early 17th century,French,2973,4000,0.74325,RGB
436345,Still Life with Strawberries,French Painter,European Paintings,Unavailable,French,4000,3009,1.3293452974410103,RGB
436346,The Restoration of the Catholic Religion in Strasbourg,Claude Guy Hallé,European Paintings,ca. 1681,unavailable,4000,3396,1.1778563015312131,RGB
436347,Trompe l'oeil with Palettes and Miniature,Jean François de Le Motte,European Paintings,Unavailable,unavailable,3173,4000,0.79325,RGB
436397,Portrait of a Man in a Brown Coat,French Painter,European Paintings,Unavailable,French,3158,3903,0.8091211888291058,RGB
436398,Portrait of a Woman in a Rose Dress,French Painter,European Paintings,Unavailable,French,3252,4000,0.813,RGB
436404,Portrait of a Woman Holding a Book,French Painter,European Paintings,Unavailable,French,3197,4000,0.79925,RGB
436407,Portrait of a Man in a Blue Coat,French Painter,European Paintings,Unavailable,French,2715,3279,0.827996340347667,RGB
436408,Napoleon Bonaparte (1769–1821),French Painter,European Paintings,Unavailable,French,2911,3487,0.8348150272440493,RGB
436410,The Nymph of Fontainebleau,French (Fontainebleau) Painter,European Paintings,Unavailable,French,4000,2388,1.6750418760469012,RGB
436413,Christ Bearing the Cross,Northern French Painter,European Paintings,Unavailable,French,2529,3493,0.7240194675064414,RGB
436415,Portrait of a Man of the Moncheaux Family,Northern French Painter,European Paintings,Unavailable,French,2677,3523,0.7598637524836787,RGB
436416,The Resurrection,Spanish (Aragonese) Painter,European Paintings,Unavailable,Spanish,2983,3722,0.8014508328855454,RGB
436418,Jerusalem from the Mount of Olives,Charles-Théodore Frère,European Paintings,by 1880,French,3811,2597,1.4674624566807855,RGB
436419,The Arab Falconer,Eugène Fromentin,European Paintings,1864,French,2319,3525,0.6578723404255319,RGB
436420,Arabs Crossing a Ford,Eugène Fromentin,European Paintings,1873,French,4000,3263,1.225865767698437,RGB
436423,The Night-Hag Visiting Lapland Witches,Henry Fuseli,European Paintings,1796,Swiss,1833,1459,1.2563399588759425,RGB
436424,A Basket and Birds,Jan Fyt,European Paintings,Unavailable,Flemish,4000,3152,1.2690355329949239,RGB
436425,A Hare and Birds,Jan Fyt,European Paintings,Unavailable,Flemish,4000,2999,1.333777925975325,RGB
436426,"A Hare, Partridges, and Fruit",Jan Fyt,European Paintings,Unavailable,Flemish,3351,2955,1.134010152284264,RGB
436427,A Partridge and Small Game Birds,Jan Fyt,European Paintings,1650s,Flemish,2956,3794,0.7791249341064839,RGB
436428,The Trinity,Agnolo Gaddi,European Paintings,ca. 1390–96,Italian,389,700,0.5557142857142857,RGB
436429,Saint Margaret and the Dragon,Agnolo Gaddi,European Paintings,ca. 1390,Italian,1068,1220,0.8754098360655738,RGB
436431,Charles Rousseau Burney (1747–1819),Thomas Gainsborough,European Paintings,ca. 1780,British,3226,3856,0.8366182572614108,RGB
436432,Queen Charlotte,Thomas Gainsborough,European Paintings,Unavailable,British,2872,3868,0.7425025853154085,RGB
436433,A Boy with a Cat—Morning,Thomas Gainsborough,European Paintings,1787,British,3140,3860,0.8134715025906736,RGB
436434,Lieutenant Colonel Paul Pechell (1724–1800),Thomas Gainsborough,European Paintings,Unavailable,British,3227,3846,0.8390535621424857,RGB
436435,Mrs. Grace Dalrymple Elliott (1754?–1823),Thomas Gainsborough,European Paintings,1778,British,2553,3865,0.6605433376455369,RGB
436436,"Mrs. Ralph Izard (Alice De Lancey, 1746/47–1832)",Thomas Gainsborough,European Paintings,Unavailable,British,1601,1931,0.8291040911444847,RGB
436438,"John Hobart (1723–1793), 2nd Earl of Buckinghamshire",Thomas Gainsborough,European Paintings,Unavailable,British,3213,3858,0.8328149300155521,RGB
436439,"Portrait of a Young Woman, Called Miss Sparrow",Thomas Gainsborough,European Paintings,1770s,British,3187,3846,0.8286531461258451,RGB
436440,Cottage Children (The Wood Gatherers),Thomas Gainsborough,European Paintings,1787,British,3152,3857,0.8172154524241638,RGB
436441,Wooded Upland Landscape,Thomas Gainsborough,European Paintings,probably 1783,British,3865,3116,1.240372272143774,RGB
436442,The Painter's Daughter Mary (1750–1826),Thomas Gainsborough,European Paintings,mid-19th century,British,3188,3794,0.8402741170268846,RGB
436443,Saint Nicholas of Tolentino Reviving the Birds,Garofalo (Benvenuto Tisi da Garofalo),European Paintings,ca. 1530,Italian,680,347,1.9596541786743515,RGB
436444,Saint Nicholas of Tolentino Reviving a Child,Garofalo (Benvenuto Tisi da Garofalo),European Paintings,ca. 1530,Italian,1506,784,1.9209183673469388,RGB
436445,The Translation of the Holy House of Loreto,Saturnino Gatti,European Paintings,ca. 1490,Italian,1281,1936,0.6616735537190083,RGB
436446,Two Tahitian Women,Paul Gauguin,European Paintings,1899,French,2884,3722,0.7748522299838796,RGB
436448,A Farm in Brittany,Paul Gauguin,European Paintings,ca. 1894,French,3863,3083,1.2530003243593901,RGB
436449,The Siesta,Paul Gauguin,European Paintings,ca. 1892–94,French,3811,2921,1.3046901745977404,RGB
436451,Tahitian Landscape,Paul Gauguin,European Paintings,1892,French,2963,4000,0.74075,RGB
436453,Esther before Ahasuerus,Artemisia Gentileschi,European Paintings,Unavailable,Italian,4000,3060,1.3071895424836601,RGB
436454,Alfred Dedreux (1810–1860) as a Child,Théodore Gericault,European Paintings,ca. 1819–20,French,3081,3713,0.8297872340425532,RGB
436455,Evening: Landscape with an Aqueduct,Théodore Gericault,European Paintings,1818,French,3241,3697,0.8766567487151745,RGB
436456,An Episode from the Life of Saint Giovanni Gualberto,Niccolò di Pietro Gerini,European Paintings,Unavailable,Italian,364,700,0.52,RGB
436472,Portrait of a Man in Profile,Italian Painter,European Paintings,Unavailable,Italian,3022,3784,0.7986257928118393,RGB
436481,"Cafe House, Cairo (Casting Bullets)",Jean-Léon Gérôme,European Paintings,1884 or earlier,French,4000,3359,1.1908306043465318,RGB
436482,Prayer in the Mosque,Jean-Léon Gérôme,European Paintings,1871,French,3137,3707,0.8462368492042083,RGB
436483,Pygmalion and Galatea,Jean-Léon Gérôme,European Paintings,ca. 1890,French,3185,4000,0.79625,RGB
436484,Tiger and Cubs,Jean-Léon Gérôme,European Paintings,ca. 1884,French,3811,3033,1.2565117045829213,RGB
436489,Francesco Sassetti (1421–1490) and His Son Teodoro,Domenico Ghirlandaio (Domenico Bigordi),European Paintings,ca. 1488,Italian,2822,3722,0.7581945190757657,RGB
436491,Selvaggia Sassetti (born 1470),Davide Ghirlandaio (David Bigordi),European Paintings,ca. 1487–88,Italian,3086,4000,0.7715,RGB
436492,Saint Christopher and the Infant Christ,Domenico Ghirlandaio (Domenico Bigordi),European Paintings,Unavailable,Italian,395,700,0.5642857142857143,RGB
436494,The Nativity with Saints,Ridolfo Ghirlandaio,European Paintings,Unavailable,Italian,3807,3108,1.2249034749034748,RGB
436495,Saint John the Evangelist Raises Satheus to Life,Francescuccio Ghissi (Francesco di Cecco Ghissi),European Paintings,ca. 1370,Italian,3901,3420,1.1406432748538011,RGB
436496,Saint John the Evangelist with Acteus and Eugenius,Francescuccio Ghissi (Francesco di Cecco Ghissi),European Paintings,ca. 1370,Italian,4000,3569,1.1207621182404035,RGB
436497,Saint John the Evangelist Causes a Pagan Temple to Collapse,Francescuccio Ghissi (Francesco di Cecco Ghissi),European Paintings,ca. 1370,Italian,3895,3636,1.0712321232123212,RGB
436499,Diana the Huntress,Giampietrino (Giovanni Pietro Rizzoli),European Paintings,Unavailable,Italian,2137,4000,0.53425,RGB
436503,The Flight into Egypt,Luca Giordano,European Paintings,Unavailable,Italian,2967,3719,0.7977951062113471,RGB
436510,Madonna and Child with Two Angels and a Donor,Giovanni di Paolo (Giovanni di Paolo di Grazia),European Paintings,ca. 1445,Italian,1049,1860,0.5639784946236559,RGB
436511,The Miraculous Communion of Saint Catherine of Siena,Giovanni di Paolo (Giovanni di Paolo di Grazia),European Paintings,Unavailable,Italian,3057,4000,0.76425,RGB
436512,Paradise,Giovanni di Paolo (Giovanni di Paolo di Grazia),European Paintings,1445,Italian,3474,4000,0.8685,RGB
436513,The Presentation of Christ in the Temple,Giovanni di Paolo (Giovanni di Paolo di Grazia),European Paintings,ca. 1435,Italian,3801,3210,1.1841121495327103,RGB
436514,"Saints Catherine of Alexandria, Barbara, Agatha, and Margaret",Giovanni di Paolo (Giovanni di Paolo di Grazia),European Paintings,ca. 1470,Italian,3811,2971,1.282733086502861,RGB
436515,Saints Matthew and Francis,Giovanni di Paolo (Giovanni di Paolo di Grazia),European Paintings,ca. 1435,Italian,2612,4000,0.653,RGB
436519,Before the Mirror,Pierre-Paul-Léon Glaize,European Paintings,1873,French,3069,4000,0.76725,RGB
436520,"Marie Adélaïde de Savoie (1685–1712), Duchesse de Bourgogne",Pierre Gobert,European Paintings,1710,French,3145,3868,0.8130816959669079,RGB
436522,A Benedictine Monk,Hugo van der Goes,European Paintings,ca. 1478,Netherlandish,3004,4000,0.751,RGB
436524,Sunflowers,Vincent van Gogh,European Paintings,1887,Dutch,3895,2758,1.4122552574329224,RGB
436525,Bouquet of Flowers in a Vase,Vincent van Gogh,European Paintings,1890,Dutch,3092,3711,0.8331985987604419,RGB
436526,"First Steps, after Millet",Vincent van Gogh,European Paintings,1890,Dutch,1931,1531,1.2612671456564337,RGB
436527,The Flowering Orchard,Vincent van Gogh,European Paintings,1888,Dutch,2985,4000,0.74625,RGB
436528,Irises,Vincent van Gogh,European Paintings,1890,Dutch,4000,3172,1.2610340479192939,RGB
436529,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",Vincent van Gogh,European Paintings,1888–89,Dutch,2957,3722,0.7944653412144008,RGB
436530,Oleanders,Vincent van Gogh,European Paintings,1888,Dutch,3811,3130,1.2175718849840256,RGB
436531,Peasant Woman Cooking by a Fireplace,Vincent van Gogh,European Paintings,1885,Dutch,3227,3698,0.8726338561384532,RGB
436532,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),Vincent van Gogh,European Paintings,1887,Dutch,2829,3520,0.8036931818181818,RGB
436533,Shoes,Vincent van Gogh,European Paintings,1888,Dutch,3803,3180,1.1959119496855346,RGB
436534,Roses,Vincent van Gogh,European Paintings,1890,Dutch,3167,4000,0.79175,RGB
436535,Wheat Field with Cypresses,Vincent van Gogh,European Paintings,1889,Dutch,3811,3016,1.2635941644562334,RGB
436536,Women Picking Olives,Vincent van Gogh,European Paintings,1889,Dutch,4000,3233,1.2372409526755335,RGB
436541,Sebastián Martínez y Pérez (1747–1800),Goya (Francisco de Goya y Lucientes),European Paintings,1792,Spanish,2680,3722,0.7200429876410532,RGB
436542,"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",Goya (Francisco de Goya y Lucientes),European Paintings,1804,Spanish,2946,3722,0.7915099408919936,RGB
436543,Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),Goya (Francisco de Goya y Lucientes),European Paintings,1804,Spanish,2965,3722,0.7966147232670607,RGB
436544,"Tiburcio Pérez y Cuervo (1785/86–1841), the Architect",Goya (Francisco de Goya y Lucientes),European Paintings,1820,Spanish,3073,3866,0.7948784273150543,RGB
436545,Manuel Osorio Manrique de Zuñiga (1784–1792),Goya (Francisco de Goya y Lucientes),European Paintings,1787–88,Spanish,2855,3873,0.73715466046992,RGB
436546,"José Costa y Bonells (died l870), Called Pepito",Goya (Francisco de Goya y Lucientes),European Paintings,ca. 1810,Spanish,3063,3800,0.8060526315789474,RGB
436547,Narcisa Barañana de Goicoechea,Goya (Francisco de Goya y Lucientes),European Paintings,Unavailable,Spanish,2814,4000,0.7035,RGB
436548,Majas on a Balcony,Goya (Francisco de Goya y Lucientes),European Paintings,ca. 1800–1810,Spanish,2633,4000,0.65825,RGB
436549,Don Bernardo de Iriarte (1735–1814),Goya,European Paintings,Unavailable,Spanish,3183,4000,0.79575,RGB
436550,Infanta María Luisa (1782–1824) and Her Son Carlos Luis (1799–1883),Goya,European Paintings,Unavailable,Spanish,2782,4000,0.6955,RGB
436551,"Ferdinand VII (1784–1833), When Prince of Asturias",Goya,European Paintings,Unavailable,Spanish,3213,4000,0.80325,RGB
436552,"María Luisa of Parma (1751–1819), Queen of Spain",Goya,European Paintings,Unavailable,Spanish,3160,4000,0.79,RGB
436553,A City on a Rock,Goya,European Paintings,Unavailable,Spanish,4000,3254,1.2292562999385372,RGB
436554,Bullfight in a Divided Ring,Goya (Francisco de Goya y Lucientes),European Paintings,Unavailable,Spanish,4000,3160,1.2658227848101267,RGB
436555,Sandy Road with a Farmhouse,Jan van Goyen,European Paintings,1627,Dutch,3873,2893,1.3387487037677153,RGB
436556,Country House near the Water,Jan van Goyen,European Paintings,1646,Dutch,3344,3688,0.9067245119305857,RGB
436557,The Pelkus Gate near Utrecht,Jan van Goyen,European Paintings,1646,Dutch,3810,2514,1.5155131264916468,RGB
436558,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,European Paintings,1646,Dutch,3811,2618,1.4556913674560734,RGB
436559,Castle by a River,Jan van Goyen,European Paintings,1647,Dutch,3811,2601,1.465205690119185,RGB
436560,River View with a Village Church,Jan van Goyen,European Paintings,Unavailable,Dutch,3810,2541,1.499409681227863,RGB
436561,"Saints Nicholas of Tolentino, Roch, Sebastian, and Bernardino of Siena, with Kneeling Donors",Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,1481,Italian,2924,3722,0.7855991402471789,RGB
436562,The Conversion of Saint Paul,Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,Unavailable,Italian,4000,3464,1.1547344110854503,RGB
436563,Saint Peter and Simon Magus,Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,Unavailable,Italian,4000,3513,1.138627953316254,RGB
436564,Saint Zenobius Resuscitating a Dead Child,Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,Unavailable,Italian,4000,3465,1.1544011544011543,RGB
436565,Totila before Saint Benedict,Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,Unavailable,Italian,4000,3513,1.138627953316254,RGB
436567,Scenes from the Life of Saint John the Baptist,Francesco Granacci (Francesco di Andrea di Marco),European Paintings,ca. 1506–7,Italian,3915,2013,1.9448584202682564,RGB
436569,The Choir of the Capuchin Church in Rome,François Marius Granet,European Paintings,1814–15,French,1394,1861,0.7490596453519613,RGB
436572,Christ Healing the Blind,El Greco (Domenikos Theotokopoulos),European Paintings,ca. 1570,Greek,3807,3114,1.222543352601156,RGB
436573,Cardinal Fernando Niño de Guevara (1541–1609),El Greco (Domenikos Theotokopoulos),European Paintings,ca. 1600,Greek,3000,4000,0.75,RGB
436575,View of Toledo,El Greco (Domenikos Theotokopoulos),European Paintings,ca. 1599–1600,Greek,3496,3934,0.8886629384850026,RGB
436576,The Vision of Saint John,El Greco (Domenikos Theotokopoulos),European Paintings,ca. 1608–14,Greek,3557,4000,0.88925,RGB
436577,Saint Andrew,El Greco,European Paintings,ca. 1610,Greek,2406,4000,0.6015,RGB
436578,All Saints,Greek Painter,European Paintings,Unavailable,Greek,2059,3179,0.6476879521862221,RGB
436579,Broken Eggs,Jean-Baptiste Greuze,European Paintings,1756,French,3919,3045,1.2870279146141215,RGB
436580,Aegina Visited by Jupiter,Jean-Baptiste Greuze,European Paintings,ca. 1767–69,French,3925,2950,1.3305084745762712,RGB
