objectID,Title,ArtistName,Department,TimePeriod,Region,Height,Width,H/W Ratio,Color
436581,"Charles Claude de Flahaut (1730–1809), Comte d'Angiviller",Jean-Baptiste Greuze,European Paintings,1763,French,3409,4000,0.85225,RGB
436582,Head of a Young Woman,Jean-Baptiste Greuze,European Paintings,possibly 1780s,French,3228,4000,0.807,RGB
436583,Study of a Woman’s Head,Jean-Baptiste Greuze,European Paintings,ca. 1780,French,3307,3915,0.8446998722860792,RGB
436584,"Madame Jean-Baptiste Nicolet (Anne Antoinette Desmoulins, 1743–1817)",Jean-Baptiste Greuze,European Paintings,late 1780s,French,3353,4000,0.83825,RGB
436586,Princess Varvara Nikolaevna Gagarina (1762–1802),Jean-Baptiste Greuze,European Paintings,ca. 1780–82,French,3139,4000,0.78475,RGB
436587,Jean Jacques Caffiéri (1725–1792),Jean-Baptiste Greuze,European Paintings,ca. 1765,French,1564,1890,0.8275132275132275,RGB
436588,Head of a Young Boy,Jean-Baptiste Greuze,European Paintings,1763,French,3253,4000,0.81325,RGB
436590,"The Empress Elizabeth of Russia (1709–1762) on Horseback, Attended by a Page",Georg Christoph Grooth,European Paintings,after 1743–49,German,3037,3879,0.782933745810776,RGB
436593,Fantastic Landscape,Francesco Guardi,European Paintings,ca. 1765,Italian,4000,2338,1.7108639863130881,RGB
436596,Venice from the Bacino di San Marco,Francesco Guardi,European Paintings,ca. 1765–75,Italian,4000,3150,1.2698412698412698,RGB
436598,Santa Maria della Salute,Francesco Guardi,European Paintings,mid- to late 1760s,Italian,3683,2283,1.6132282084975909,RGB
436599,The Grand Canal above the Rialto,Francesco Guardi,European Paintings,late 1760s,Italian,3863,2444,1.5806055646481179,RGB
436600,Venice: The Dogana and Santa Maria della Salute,Francesco Guardi,European Paintings,Unavailable,Italian,3811,2139,1.7816736792893875,RGB
436601,Venice: The Rialto,Francesco Guardi,European Paintings,Unavailable,Italian,3811,2159,1.7651690597498841,RGB
436603,Samson Captured by the Philistines,Guercino (Giovanni Francesco Barbieri),European Paintings,1619,Italian,3809,3084,1.2350843060959793,RGB
436604,The Vocation of Saint Aloysius (Luigi) Gonzaga,Guercino (Giovanni Francesco Barbieri),European Paintings,ca. 1650,Italian,2866,3722,0.7700161203653949,RGB
436607,An Allegory,Domenico Guidobono,European Paintings,1710–20,Italian,750,470,1.5957446808510638,RGB
436615,A Banquet,Dirck Hals,European Paintings,1628,Dutch,3811,2334,1.6328191945158526,RGB
436616,Young Man and Woman in an Inn,Frans Hals,European Paintings,1623,Dutch,2817,3722,0.7568511552928533,RGB
436617,Portrait of a Bearded Man with a Ruff,Frans Hals,European Paintings,1625,Dutch,3009,3719,0.8090884646410326,RGB
436618,"Anna van der Aar (born 1576/77, died after 1626)",Frans Hals,European Paintings,1626,Dutch,2880,3853,0.7474695042823774,RGB
436619,Petrus Scriverius (1576–1660),Frans Hals,European Paintings,1626,Dutch,2852,3852,0.7403946002076843,RGB
436620,Paulus Verschuur (1606–1667),Frans Hals,European Paintings,1643,Dutch,1530,1928,0.7935684647302904,RGB
436621,"Portrait of a Man, Possibly Nicolaes Pietersz Duyst van Voorhout (born about 1600, died 1650)",Frans Hals,European Paintings,ca. 1636–38,Dutch,3102,3789,0.8186856690419636,RGB
436622,Merrymakers at Shrovetide,Frans Hals,European Paintings,ca. 1616–17,Dutch,2856,3722,0.7673293927995701,RGB
436625,The Smoker,Frans Hals,European Paintings,ca. 1623–25,Dutch,3778,3573,1.0573747551077526,RGB
436626,Boy with a Lute,Frans Hals,European Paintings,ca. 1625,Dutch,3142,3828,0.8207941483803552,RGB
436627,Frans Hals (1582/83–1666),Frans Hals,European Paintings,probably 1650s,Dutch,3200,3722,0.8597528210639441,RGB
436628,Malle Babbe,Frans Hals,European Paintings,Unavailable,Dutch,3049,3715,0.8207267833109018,RGB
436632,Moonrise,Henri-Joseph Harpignies,European Paintings,1885,French,3917,2110,1.8563981042654027,RGB
436634,A Vase of Flowers,Margareta Haverman,European Paintings,1716,Dutch,3068,4000,0.767,RGB
436636,Still Life with a Glass and Oysters,Jan Davidsz de Heem,European Paintings,ca. 1640,Dutch,2902,3800,0.7636842105263157,RGB
436637,Still Life: A Banqueting Scene,Jan Davidsz de Heem,European Paintings,probably ca. 1640–41,Dutch,2265,1659,1.3652802893309222,RGB
436638,"Jacob Willemsz van Veen (1456–1535), the Artist's Father",Maarten van Heemskerck,European Paintings,1532,Netherlandish,2611,3878,0.6732851985559567,RGB
436642,The Musician,Bartholomeus van der Helst,European Paintings,1662,Dutch,3234,4000,0.8085,RGB
436643,The Calling of Saint Matthew,Jan Sanders van Hemessen,European Paintings,Unavailable,unavailable,3811,2828,1.3475954738330975,RGB
436644,A Bather (Echo),Jean-Jacques Henner,European Paintings,1881,French,1360,1880,0.723404255319149,RGB
436645,Young Woman Praying,Jean-Jacques Henner,European Paintings,Unavailable,French,2895,4000,0.72375,RGB
436647,The Huis ten Bosch at The Hague and Its Formal Garden (View from the South),Jan van der Heyden,European Paintings,ca. 1668–70,Dutch,3811,2717,1.40264998159735,RGB
436648,The Huis ten Bosch at The Hague and Its Formal Garden (View from the East),Jan van der Heyden,European Paintings,ca. 1668–70,Dutch,3811,2733,1.3944383461397731,RGB
436652,Entrance to a Village,Meyndert Hobbema,European Paintings,ca. 1665,Dutch,3901,2751,1.4180298073427844,RGB
436653,Woodland Road,Meyndert Hobbema,European Paintings,ca. 1670,Dutch,3913,2865,1.3657940663176265,RGB
436656,The Wedding of Stephen Beckingham and Mary Cox,William Hogarth,European Paintings,1729,British,2920,3630,0.8044077134986226,RGB
436657,"Benedikt von Hertenstein (born about 1495, died 1522)",Hans Holbein the Younger,European Paintings,1517,German,2821,3867,0.7295060770623222,RGB
436658,Hermann von Wedigh III (died 1560),Hans Holbein the Younger,European Paintings,1532,German,2929,3813,0.7681615525832678,RGB
436659,Derick Berck of Cologne,Hans Holbein the Younger,European Paintings,1536,German,3060,3869,0.7909020418712845,RGB
436660,Portrait of a Man in a Red Cap,Hans Holbein the Younger,European Paintings,1532–35,German,1863,1900,0.9805263157894737,RGB
436664,"Lady Guildford (Mary Wotton, 1499–1558)",Hans Holbein the Younger,European Paintings,Unavailable,German,3091,3814,0.8104352385946513,RGB
436665,"Lady Lee (Margaret Wyatt, born about 1509)",Hans Holbein the Younger,European Paintings,early 1540s,German,2979,3878,0.7681794739556472,RGB
436668,Portrait of a Man (Sir Ralph Sadler?),Hans Holbein the Younger,European Paintings,1535,German,3885,3801,1.022099447513812,RGB
436669,"Lady Rich (Elizabeth Jenks, died 1558)",Hans Holbein the Younger,European Paintings,ca. 1540,German,2960,3869,0.7650555699147067,RGB
436670,"Edward VI (1537–1553), When Duke of Cornwall",Hans Holbein the Younger,European Paintings,ca. 1545; reworked 1547 or later,German,3792,3732,1.0160771704180065,RGB
436671,Peacocks,Melchior d' Hondecoeter,European Paintings,1683,Dutch,2755,3862,0.7133609528741585,RGB
436672,Christ among the Doctors,Abraham Hondius,European Paintings,1668,Dutch,3895,2998,1.299199466310874,RGB
436675,Interior with a Young Couple,Pieter de Hooch,European Paintings,probably ca. 1662–65,Dutch,3791,3363,1.127267320844484,RGB
436676,"Woman with a Water Pitcher, and a Man by a Bed",Pieter de Hooch,European Paintings,ca. 1667–70,Dutch,3134,3707,0.8454275694631778,RGB
436677,Paying the Hostess,Pieter de Hooch,European Paintings,ca. 1670,Dutch,3799,3239,1.172892868169188,RGB
436678,The Visit,Pieter de Hooch,European Paintings,ca. 1657,Dutch,3198,3701,0.8640907862739801,RGB
436679,A Woman and Two Men in an Arbor,Pieter de Hooch,European Paintings,ca. 1657–58,Dutch,3182,3703,0.859303267620848,RGB
436680,The Annunciation of the Death of the Virgin,Samuel van Hoogstraten,European Paintings,ca. 1670,Dutch,2999,3721,0.8059661381349099,RGB
436683,Lady Hester King (died 1873),John Hoppner,European Paintings,probably 1805,British,3221,3862,0.8340238218539617,RGB
436684,Major Thomas Pechell (1753–1826),John Hoppner,European Paintings,1799,British,3198,3845,0.8317295188556567,RGB
436685,"Mrs. John Garden (Ann Garden, 1769–1842) and Her Children, John (1796–1854) and Ann Margaret (born 1793)",John Hoppner,European Paintings,1796 or 1797,British,3101,3855,0.8044098573281453,RGB
436686,"Mrs. Richard Bache (Sarah Franklin, 1743–1808)",John Hoppner,European Paintings,1793,British,3170,3846,0.8242329693187728,RGB
436687,"Mrs. Richard Brinsley Sheridan (Hester Jane Ogle, 1775/76–1817) and Her Son (Charles Brinsley Sheridan, 1796–1843)",John Hoppner,European Paintings,Unavailable,British,2410,3870,0.6227390180878553,RGB
436688,"Mrs. Thomas Pechell (Charlotte Clavering, died 1841)",John Hoppner,European Paintings,1799,British,3257,3845,0.847074122236671,RGB
436689,"Mrs. Whaley (died 1798, Isle of Man)",George Chinnery,European Paintings,Unavailable,unavailable,2404,3861,0.6226366226366227,RGB
436690,"Portrait of a Woman; (reverse, now covered by relining canvas) Study of a Child's Head",John Hoppner,European Paintings,1790s,British,3203,3863,0.8291483303132281,RGB
436691,"Richard Humphreys, the Boxer",John Hoppner,European Paintings,Unavailable,British,3072,3866,0.7946197620279358,RGB
436692,The Sackville Children,John Hoppner,European Paintings,1796,British,3136,3866,0.8111743404035179,RGB
436693,A Musical Gathering at the Court of the Elector Karl Albrecht of Bavaria,Peter Jacob Horemans,European Paintings,1730,Flemish,4000,3321,1.2044564890093346,RGB
436698,Still Life: A Basket of Grapes and Other Fruit,Jacob van Hulsdonck,European Paintings,probably ca. 1635–45,Flemish,3627,2823,1.2848034006376197,RGB
436703,"Madame Jacques-Louis Leblanc (Françoise Poncelle, 1788–1839)",Jean Auguste Dominique Ingres,European Paintings,1823,French,2919,3722,0.7842557764642665,RGB
436704,Edmond Cavé (1794–1852),Jean Auguste Dominique Ingres,European Paintings,1844,French,3013,3719,0.8101640225867168,RGB
436705,Head of Saint John the Evangelist,Jean Auguste Dominique Ingres,European Paintings,Unavailable,French,2581,3722,0.6934443847393874,RGB
436706,Jacques-Louis Leblanc (1774–1846),Jean Auguste Dominique Ingres,European Paintings,1823,French,2964,3722,0.7963460505104782,RGB
436707,"Madame Edmond Cavé (Marie-Élisabeth Blavot, born 1810)",Jean Auguste Dominique Ingres,European Paintings,ca. 1831–34,French,3011,3722,0.8089736700698549,RGB
436708,Odalisque in Grisaille,Jean Auguste Dominique Ingres,European Paintings,ca. 1824–34,French,3972,3033,1.3095944609297725,RGB
436709,Ingres (1780–1867) as a Young Man,Madame Gustave Héquet,European Paintings,ca. 1850–60,French,3015,3719,0.8107018015595591,RGB
436721,"Christ Crowned with Thorns (Ecce Homo), and the Mourning Virgin",Adriaen Isenbrant,European Paintings,ca. 1530–40,Netherlandish,3241,3697,0.8766567487151745,RGB
436722,Man Weighing Gold,Adriaen Isenbrant,European Paintings,ca. 1515–20,Netherlandish,2477,4000,0.61925,RGB
436723,The Life of the Virgin,Adriaen Isenbrant,European Paintings,after 1521,Netherlandish,3811,2348,1.623083475298126,RGB
436724,Expectation,Jozef Israëls,European Paintings,Unavailable,Dutch,1337,1795,0.7448467966573816,RGB
436725,Grandmother's Treasure,Jozef Israëls,European Paintings,Unavailable,Dutch,3603,2775,1.2983783783783784,RGB
436733,Madonna and Child Enthroned with Saint John the Baptist and Another Saint,Italian (Florentine) Painter,European Paintings,Unavailable,Italian,2910,4000,0.7275,RGB
436741,Portrait of a Man in a Fur-Trimmed Coat,Italian (Lombard) Painter,European Paintings,Unavailable,Italian,3111,4000,0.77775,RGB
436745,Two Angels,North Italian Painter,European Paintings,Unavailable,Italian,3811,2847,1.3386020372321743,RGB
436751,Madonna and Child with Saints Michael and John the Baptist; The Noli Me Tangere; The Conversion of Saint Paul,Italian (Pisan) Painter,European Paintings,Unavailable,Italian,2416,3718,0.6498117267348037,RGB
436752,Pomegranates and Other Fruit in a Landscape,Abraham Brueghel,European Paintings,Unavailable,Flemish,1901,1600,1.188125,RGB
436757,Book Cover,Italian (Sienese) Painter,European Paintings,Unavailable,Italian,2382,3722,0.6399785061794734,RGB
436760,Madonna and Child with Saints Jerome and Francis,Italian (Umbrian) Painter,European Paintings,Unavailable,Italian,2315,3419,0.6770985668324071,RGB
436761,"The Theological Virtues: Faith, Charity, Hope",Italian (Umbrian) Painter,European Paintings,Unavailable,Italian,2268,3722,0.6093498119290703,RGB
436767,The Life of Christ,Franceschino Zavattari,European Paintings,Unavailable,Italian,3913,2851,1.3725008768853033,RGB
436770,Holy Family,Jacopino del Conte,European Paintings,Unavailable,Italian,2555,3667,0.6967548404690482,RGB
436771,Michelangelo Buonarroti (1475–1564),Daniele da Volterra,European Paintings,probably ca. 1545,unavailable,2789,3875,0.719741935483871,RGB
436772,The Sheepfold,Charles Jacque,European Paintings,1857,French,4000,2126,1.881467544684854,RGB
436774,Springtime,Charles Jacque,European Paintings,Unavailable,French,1261,1777,0.7096229600450197,RGB
436776,The Dead Christ in the Tomb with Two Angels,Abraham Janssen van Nuyssen,European Paintings,ca. 1610,Flemish,680,533,1.275797373358349,RGB
436781,The Adoration of the Christ Child,Jan Joest of Kalkar,European Paintings,Unavailable,German,2586,3722,0.6947877485222999,RGB
436782,Capriccio with St. Paul's and Old London Bridge,Antonio Joli,European Paintings,Unavailable,Italian,3863,3450,1.1197101449275362,RGB
436784,Scene in a Courtyard,Ludolf de Jongh,European Paintings,early 1660s,Dutch,3801,3129,1.2147651006711409,RGB
436785,Honfleur,Johan Barthold Jongkind,European Paintings,1865,Dutch,3811,2452,1.5542414355628058,RGB
436787,The Pont Neuf,Johan Barthold Jongkind,European Paintings,1849–50,Dutch,3923,2702,1.4518874907475943,RGB
436790,Portrait of a Man with a Watch,Cornelis Jonson van Ceulen the Younger,European Paintings,1657,Dutch,3128,3708,0.8435814455231931,RGB
436792,The Crucifixion with Saints and a Donor,Joos van Cleve,European Paintings,ca. 1520,Netherlandish,3811,2410,1.5813278008298755,RGB
436793,The Holy Family,Joos van Cleve,European Paintings,ca. 1512–13,Netherlandish,2743,3722,0.7369693713057496,RGB
436794,The Last Judgment,Joos van Cleve,European Paintings,ca. 1525–30,Netherlandish,2607,3722,0.700429876410532,RGB
436796,"Francis I (1494–1547), King of France",Joos van Cleve,European Paintings,Unavailable,Netherlandish,3109,3881,0.801082195310487,RGB
436798,The Holy Family with Shepherds,Jacob Jordaens,European Paintings,1616,Flemish,2927,4000,0.73175,RGB
436799,The Holy Family with Saint Anne and the Young Baptist and His Parents,Jacob Jordaens,European Paintings,early 1620s and 1650s,Flemish,1373,1561,0.8795643818065343,RGB
436801,The Marriage Feast at Cana,Juan de Flandes,European Paintings,ca. 1500–1504,Netherlandish,2851,3722,0.7659860290166577,RGB
436802,Saints Michael and Francis,Juan de Flandes,European Paintings,ca. 1505–9,Netherlandish,3568,4000,0.892,RGB
436805,"Still Life with Fruit, Glassware, and a Wanli Bowl",Willem Kalf,European Paintings,1659,Dutch,3251,3697,0.8793616445766838,RGB
436806,Interior of a Kitchen,Willem Kalf,European Paintings,ca. 1642–44,Dutch,3802,3185,1.1937205651491365,RGB
436808,"Edward Smith Stanley (1752–1834), Twelfth Earl of Derby, Elizabeth, Countess of Derby (Lady Elizabeth Hamilton, 1753–1797), and Their Son (Edward Smith Stanley, 1775–1851)",Angelica Kauffmann,European Paintings,ca. 1776,Swiss,3059,3802,0.8045765386638611,RGB
436809,The Sorrow of Telemachus,Angelica Kauffmann,European Paintings,1783,Swiss,3867,2845,1.3592267135325131,RGB
436810,Telemachus and the Nymphs of Calypso,Angelica Kauffmann,European Paintings,1782,Swiss,3863,2836,1.36212976022567,RGB
436814,Italian Garden,Friedrich August von Kaulbach,European Paintings,1894,German,3561,2739,1.3001095290251916,RGB
436815,Crusaders before Jerusalem,Wilhelm von Kaulbach,European Paintings,Unavailable,German,4000,3364,1.1890606420927468,RGB
436816,The Lacemaker,Bernhard Keil,European Paintings,ca. 1665,Danish,4000,2987,1.3391362571141614,RGB
436817,A Mountainous Landscape with a Waterfall,Kerstiaen de Keuninck,European Paintings,ca. 1600,Flemish,3811,2172,1.7546040515653776,RGB
436818,A Musician and His Daughter,Thomas de Keyser,European Paintings,1629,Dutch,2721,3722,0.7310585706609349,RGB
436819,Mäda Primavesi (1903–2000),Gustav Klimt,European Paintings,1912–13,Austrian,2876,3877,0.7418106783595564,RGB
436821,Girl Building a House of Cards,Thomas Frye,European Paintings,mid-18th century,unavailable,3215,3859,0.8331173879243328,RGB
436823,"Charles Beauclerk (1670–1726), Duke of St. Albans",Sir Godfrey Kneller,European Paintings,ca. 1690–95,German,3152,3864,0.8157349896480331,RGB
